Code,Description
"1525401","Toulon/Hyeres, France: Le Palyvestre"
"1525501","Tulare, CA: Mefford Field"
"1525502","Tulare, CA: Mefford Field"
"1525601","Toulouse, France: Blagnac"
"1525602","Toulouse, France: Blagnac"
"1525701","Tuluksak, AK: Tuluksak Airport"
"1525702","Tuluksak, AK: Tuluksak Airport"
"1525801","Tel Aviv, Israel: Ben Gurion"
"1525802","Tel Aviv, Israel: Ben Gurion"
"1525901","Tifton, GA: Henry Tift Myers"
"1525902","Tifton, GA: Henry Tift Myers"
"1526001","Miami, FL: Tamiami"
"1526002","Miami, FL: Kendall-Tamiami Executive"
"1526003","Miami, FL: Kendall-Tamiami Executive"
"1526101","Timbedra, Mauritania: Timbedra Airport"
"1526201","Tumlingtar, Nepal: Tumlingtar Airport"
"1526202","Tumlingtar, Nepal: Tumlingtar Airport"
"1526301","Tamale, Ghana: Tamale Airport"
"1526401","Tamatave, Madagascar: Tamatave Airport"
"1526402","Tamatave, Madagascar: Toamasina"
"1526403","Tamatave, Madagascar: Toamasina"
"1526501","Tampere, Finland: Tampere-Pirkkala"
"1526601","Tamanrasset, Algeria: Tamanrasset Airport"
"1526602","Tamanrasset, Algeria: Tamenghest"
"1526603","Tamanrasset, Algeria: Aguemar"
"1526701","Sao Tome Island, Sao Tome and Principe: Salazar"
"1526801","Trombetas, Brazil: Trombetas Airport"
"1526802","Trombetas, Brazil: Trombetas Airport"
"1526901","Tamworth, Australia: Tamworth Airport"
"1526902","Tamworth, Australia: Tamworth Airport"
"1527001","Lebanon, TN: Lebanon Municipal"
"1527002","Lebanon, TN: Lebanon Municipal"
"1527101","Sparta, TN: Upper Cumberland Regional"
"1527201","Lewisburg, TN: Ellington"
"1527202","Lewisburg, TN: Ellington"
"1527301","Pulaski, TN: Abernathy Field"
"1527302","Pulaski, TN: Abernathy Field"
"1527401","Lexington, TN: Franklin Wilkins"
"1527501","Dyersburg, TN: Dyersburg Regional"
"1527502","Dyersburg, TN: Dyersburg Regional"
"1527601","Winchester, TN: Winchester Municipal"
"1527602","Winchester, TN: Winchester Municipal"
"1527701","Jinan, China: Yaoqiang"
"1527801","Tin City, AK: Tin City AFS"
"1527802","Tin City, AK: Tin City LRRS"
"1527901","Tanegashima, Japan: Tanegashima Airport"
"1527902","Tanegashima, Japan: Tanegashima Airport"
"1528001","Tangier, Morocco: Tanger Ibn Batouta International"
"1528002","Tangier, Morocco: Tanger Ibn Batouta International"
"1528101","Tandjungpinang, Indonesia: Kidjang"
"1528201","Tununak, AK: Tununak Airport"
"1528202","Tununak, AK: Tununak Airport"
"1528301","Tainan, Taiwan: Tainan Airport"
"1528302","Tainan, Taiwan: Tainan Airport"
"1528401","Twentynine Palms, CA: Twentynine Palms Airport"
"1528402","Twentynine Palms, CA: Twentynine Palms Airport"
"1528501","Antananarivo, Madagascar: Ivato"
"1528502","Antananarivo, Madagascar: Ivato"
"1528503","Antananarivo, Madagascar: Ivato"
"1528504","Antananarivo, Madagascar: Ivato"
"1528601","Miami, FL: Dade-Collier"
"1528602","Miami, FL: Dade-Collier Training and Transition"
"1528701","Newton, IA: Newton Municipal"
"1528801","Stung Treng, Cambodia: Stung Treng Airport"
"1528802","Stung Treng, Cambodia: Stung Treng Airport"
"1528901","Torrance, CA: Torrance Municipal - Zamperini Field"
"1528902","Torrance, CA: Zamperini Field"
"1529001","Tobruk, Libya: Gamal Abd El Nasser"
"1529002","Tobruk, Libya: Gamal Abd El Nasser"
"1529003","Tobruk, Libya: Gamal Abd El Nasser"
"1529004","Tobruk, Libya: Tobruk Airport"
"1529201","Tozeur, Tunisia: Tozeur Airport"
"1529202","Tozeur, Tunisia: Nefta"
"1529301","Togiak, AK: Togiak Airport"
"1529302","Togiak, AK: Togiak Airport"
"1529401","Madrid, Spain: Torrejon AFB"
"1529501","Toledo, OH: Toledo Express"
"1529502","Toledo, OH: Toledo Express"
"1529601","Tombouctou, Mali: Tombouctou Airport"
"1529602","Tombouctou, Mali: Tombouctou Airport"
"1529603","Tombouctou, Mali: Tombouctou Airport"
"1529701","Topeka, KS: Philip Billard Municipal"
"1529702","Topeka, KS: Philip Billard Municipal"
"1529801","Tocopilla, Chile: Barriles"
"1529802","Tocopilla, Chile: Barriles"
"1529901","Torrington, WY: Torrington Municipal"
"1530001","Tromso, Norway: Langnes"
"1530002","Tromso, Norway: Langnes"
"1530003","Tromso, Norway: Langnes"
"1530101","Touho, New Caledonia: Touho Airport"
"1530102","Touho, New Caledonia: Touho Airport"
"1530201","Tortola, British Virgin Islands: Tortola West End Seaplane Base"
"1530301","Toyama, Japan: Toyama Airport"
"1530302","Toyama, Japan: Toyama Airport"
"1530401","Tampa, FL: Tampa International"
"1530402","Tampa, FL: Tampa International"
"1530501","Topeka, KS: Allen Air Park"
"1530601","Taipei, Taiwan: Chiang Kai Shek International"
"1530602","Taipei, Taiwan: Taiwan Taoyuan International"
"1530603","Taipei, Taiwan: Taiwan Taoyuan International"
"1530701","Tampa, FL: Peter O'Knight"
"1530702","Tampa, FL: Peter O'Knight"
"1530703","Tampa, FL: Peter O'Knight"
"1530801","Tonopah, NV: Tonopah Airport"
"1530901","Tapini, Papua New Guinea: Tapini Airport"
"1530902","Tapini, Papua New Guinea: Tapini Airport"
"1530903","Tapini, Papua New Guinea: Tapini Airport"
"1531001","Temple, TX: Draughon-Miller Central Texas Regional"
"1531002","Temple, TX: Draughon-Miller Central Texas Regional"
"1531201","Tarapoto, Peru: Tarapoto Airport"
"1531301","Tepic, Mexico: Tepic Airport"
"1531302","Tepic, Mexico: Tepic Airport"
"1531401","Tom Price, Australia: Tom Price Airport"
"1531501","Trapani/Marsala, Italy: Trapani/Birgi"
"1531502","Trapani/Marsala, Italy: Trapani/Birgi"
"1531601","Turbo, Colombia: Turbo Airport"
"1531701","Torreon, Mexico: Torreon International"
"1531702","Torreon, Mexico: Torreon International"
"1531801","Trondheim, Norway: Vaernes"
"1531802","Trondheim, Norway: Vaernes"
"1531901","Tiree Island, United Kingdom: Tiree Island Airport"
"1532001","Sandefjord, Norway: Torp"
"1532002","Sandefjord, Norway: Sandefjord Airport"
"1532003","Sandefjord, Norway: Torp"
"1532101","Tauranga, New Zealand: Tauranga Airport"
"1532102","Tauranga, New Zealand: Tauranga Airport"
"1532201","Trona, CA: Trona Airport"
"1532202","Trona, CA: Trona Airport"
"1532203","Trona, CA: Trona Airport"
"1532301","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA"
"1532302","Bristol/Johnson City/Kingsport, TN: Tri-Cities Regional TN/VA"
"1532401","Tarakan, Indonesia: Juwata"
"1532402","Tarakan, Indonesia: Juwata"
"1532501","Thermal, CA: Jacqueline Cochran Regional"
"1532502","Thermal, CA: Jacqueline Cochran Regional"
"1532601","Turin, Italy: Torino/Caselle"
"1532602","Turin, Italy: Torino"
"1532701","Taree, Australia: Taree Airport"
"1532702","Taree, Australia: Taree Airport"
"1532801","Trincomalee, Sri Lanka: China Bay"
"1532802","Trincomalee, Sri Lanka: China Bay"
"1532901","Trieste, Italy: Ronchi Dei Legionari"
"1533101","Trujillo, Peru: Cap C Martinez de Pinillos"
"1533102","Trujillo, Peru: Capitan Carlos Martinez de Pinillos"
"1533103","Trujillo, Peru: Capitan Carlos Martinez de Pinillos"
"1533201","Trivandrum, India: Thiruvananthapuram International"
"1533202","Trivandrum, India: Thiruvananthapuram International"
"1533301","Tarawa, Kiribati: Bonriki International"
"1533401","Trichinopoly, India: Tiruchirappalli"
"1533402","Trichinopoly, India: Tiruchirappalli"
"1533501","Taipei, Taiwan: Taipei Songshan"
"1533502","Taipei, Taiwan: Taipei Songshan"
"1533601","Tsumeb, South Africa: Tsumeb Airport"
"1533602","Tsumeb, Namibia: Tsumeb Airport"
"1533603","Tsumeb, Namibia: Tsumeb Airport"
"1533701","Astana, Kazakhstan: Astana International"
"1533702","Astana, Kazakhstan: Astana International"
"1533801","Venice, Italy: Treviso"
"1533802","Venice, Italy: Treviso"
"1533901","Tanacross, AK: Tanacross Airport"
"1533902","Tanacross, AK: Tanacross Airport"
"1534001","Tshikapa, Congo (Kinshasa): Tshikapa Airport"
"1534002","Tshikapa, Congo (Kinshasa): Tshikapa Airport"
"1534101","Tsushima, Japan: Tsushima Airport"
"1534102","Tsushima, Japan: Tsushima Airport"
"1534201","Taos, NM: Taos Regional"
"1534202","Taos, NM: Taos Regional"
"1534301","Tianjin, China: Tianjin Binhai"
"1534302","Tianjin, China: Binhai"
"1534401","Tehachapi, CA: Tehachapi Kern County Nr 4"
"1534402","Tehachapi, CA: Tehachapi Municipal"
"1534501","Timisoara, Romania: Traian Vuia"
"1534502","Timisoara, Romania: Traian Vuia"
"1534601","New York, NY: East 34th Street Heliport"
"1534602","New York, NY: East 34th Street Heliport"
"1534801","Townsville, Australia: Townsville Airport"
"1534802","Townsville, Australia: Townsville Airport"
"1534901","Tortoli, Italy: Tortoli Airport"
"1535001","Taltal, Chile: Argolla"
"1535101","Troutdale, OR: Portland Troutdale"
"1535102","Troutdale, OR: Portland Troutdale"
"1535201","Tartagal, Argentina: Tartagal Airport"
"1535301","Thumrait, Oman: Thumrait Airport"
"1535302","Thumrait, Oman: Thumrait Airport"
"1535401","Tottori, Japan: Tottori Airport"
"1535402","Tottori, Japan: Tottori Airport"
"1535501","Turtle Island, Fiji: Turtle Island Airport"
"1535601","Trenton, NJ: Mercer County"
"1535602","Trenton, NJ: Trenton Mercer"
"1535801","Tsaratanana, Madagascar: Tsaratanana Airport"
"1535802","Tsaratanana, Madagascar: Tsaratanana Airport"
"1535901","Taitung, Taiwan: Chihhang"
"1535902","Taitung, Taiwan: Fongnian"
"1536001","Tetuan, Morocco: Tetouan/Sania Ramel"
"1536002","Tetuan, Morocco: Tetouan/Sania Ramel"
"1536101","Tulcan, Ecuador: Tulcan Airport"
"1536201","Tubuai Island, French Polynesia: Tubuai Is Fr. Polynesia"
"1536301","Tucuman, Argentina: Tucuman Airport"
"1536401","Tambacounda, Senegal: Tambacounda Airport"
"1536402","Tambacounda, Senegal: Tambacounda Airport"
"1536403","Tambacounda, Senegal: Tambacounda Airport"
"1536501","Tours, France: St Symphorien"
"1536502","Tours, France: Val de Loire"
"1536601","Tuguegarao, Philippines: Tuguegarao Airport"
"1536602","Tuguegarao, Philippines: Tuguegarao Airport"
"1536701","Tullahoma, TN: Arnold AFB"
"1536801","Turaif, Saudi Arabia: Turaif Airport"
"1536802","Turaif, Saudi Arabia: Turaif Airport"
"1536803","Turaif, Saudi Arabia: Turaif Airport"
"1536901","Turbat, Pakistan: Turbat International"
"1536902","Turbat, Pakistan: Turbat International"
"1537001","Tulsa, OK: Tulsa International"
"1537002","Tulsa, OK: Tulsa International"
"1537101","Tumut, Australia: Tumut Airport"
"1537102","Tumut, Australia: Tumut Airport"
"1537201","Tunis, Tunisia: Tunis/Carthage"
"1537202","Tunis, Tunisia: Carthage"
"1537301","Taupo, New Zealand: Taupo Airport"
"1537302","Taupo, New Zealand: Taupo Airport"
"1537401","Tupelo, MS: Tupelo Regional"
"1537402","Tupelo, MS: Tupelo Regional"
"1537501","Tucurui, Brazil: Tucurui Airport"
"1537502","Tucurui, Brazil: Tucurui Airport"
"1537601","Tucson, AZ: Tucson International"
"1537602","Tucson, AZ: Tucson International"
"1537701","Tauta, Papua New Guinea: Tauta Airport"
"1537801","Tabuk, Saudi Arabia: Tabuk Airport"
"1537802","Tabuk, Saudi Arabia: Tabuk Airport"
"1537803","Tabuk, Saudi Arabia: Prince Sultan Bin Abdulaziz"
"1537901","Morafenobe, Madagascar: Morafenobe Airport"
"1537902","Morafenobe, Madagascar: Morafenobe Airport"
"1537903","Morafenobe, Madagascar: Morafenobe Airport"
"1537904","Morafenobe, Madagascar: Morafenobe Airport"
"1538001","Traverse City, MI: Cherry Capital"
"1538002","Traverse City, MI: Cherry Capital"
"1538101","Thief River Falls, MN: Thief River Falls Regional"
"1538102","Thief River Falls, MN: Thief River Falls Regional"
"1538201","Thomasville, GA: Thomasville Regional"
"1538202","Thomasville, GA: Thomasville Regional"
"1538301","Lake Tahoe, CA: Lake Tahoe Airport"
"1538302","Lake Tahoe, CA: Lake Tahoe Airport"
"1538401","Taveuni, Fiji: Matei"
"1538501","Twin Hills, AK: Twin Hills Airport"
"1538502","Twin Hills, AK: Twin Hills Airport"
"1538601","Toowoomba, Australia: Toowoomba Airport"
"1538602","Toowoomba, Australia: Toowoomba Airport"
"1538701","Port Townsend, WA: Jefferson County International"
"1538702","Port Townsend, WA: Jefferson County International"
"1538801","Taylor, AK: Taylor Airport"
"1538901","Twin Falls, ID: Joslin Field - Magic Valley Regional"
"1538902","Twin Falls, ID: Joslin Field - Magic Valley Regional"
"1539001","Two Harbors, CA: Two Harbors Airport"
"1539201","Tawau, Malaysia: Tawau Airport"
"1539202","Tawau, Malaysia: Tawau Airport"
"1539301","Mesquite, TX: Mesquite Metro"
"1539401","Denver City, TX: Denver City Airport"
"1539501","Port Isabel, TX: Port Isabel - Cameron County"
"1539601","Ballinger, TX: Bruce Field"
"1539701","Cleburne, TX: Cleburne Municipal"
"1539702","Cleburne, TX: Cleburne Municipal"
"1539703","Cleburne, TX: Cleburne Regional"
"1539801","Horseshoe Bay, TX: Horseshoe Bay Resort"
"1539901","Post, TX: Post Garza County Municipal"
"1539902","Post, TX: Post Garza County Municipal"
"1540001","Taichung, Taiwan: Taichung Airport"
"1540002","Taichung, Taiwan: Taichung Airport"
"1540101","Texarkana, AR: Texarkana Muni/Webb Field"
"1540102","Texarkana, AR: Texarkana Regional-Webb Field"
"1540103","Texarkana, AR: Texarkana Regional-Webb Field"
"1540201","Berlin, Berlin: Tegel"
"1540202","Berlin, Germany: Tegel"
"1540203","Berlin, Germany: Tegel"
"1540301","Tunxi, China: Tunxi Airport"
"1540302","Tunxi, China: Tunxi Airport"
"1540401","Tabou, Cote d'Ivoire: Tabou Airport"
"1540402","Tabou, Cote d'Ivoire: Tabou Airport"
"1540501","Tibooburra, Australia: Tibooburra Airport"
"1540502","Tibooburra, Australia: Tibooburra Airport"
"1540601","Tyonek, AK: Tyonek Airport"
"1540602","Tyonek, AK: Tyonek Airport"
"1540801","Talara, Peru: Capitan Montes"
"1540802","Talara, Peru: Capitan FAP Victor Montes International"
"1540901","Taiyuan, China: Wusu"
"1541001","Tokyo, Japan: Tokyo Metropolitan Area"
"1541101","Tyler, TX: Tyler Pounds Regional"
"1541102","Tyler, TX: Tyler Pounds Regional"
"1541201","Knoxville, TN: McGhee Tyson"
"1541202","Knoxville, TN: McGhee Tyson"
"1541301","Taylor, AZ: Taylor Airport"
"1541302","Taylor, AZ: Taylor Airport"
"1541401","Belize City, Belize: Belize City Municipal"
"1541402","Belize City, Belize: Belize City Municipal"
"1541403","Belize City, Belize: Belize Municipal"
"1541501","Maya Beach, Belize: Maya Beach Airport"
"1541502","Maya Beach, Belize: Maya Beach Airport"
"1541601","Tuzla, Bosnia and Herzegovina: Tuzla Airport"
"1541602","Tuzla, Bosnia and Herzegovina: Tuzla Airport"
"1541701","Congo Town, The Bahamas: Congo Town Airport"
"1541702","Congo Town, The Bahamas: Congo Town Airport"
"1541801","Trabzon, Turkey: Trabzon Airport"
"1541802","Trabzon, Turkey: Trabzon Airport"
"1541901","Adana, Turkey: Incirlik AB"
"1541902","Adana, Turkey: Incirlik AB"
"1542001","Ua Huka, French Polynesia: Ua Huka Airport"
"1542002","Ua Huka, French Polynesia: Ua Huka Airport"
"1542101","Narsarsuaq, Greenland: Narsarsuaq Airport"
"1542102","Narsarsuaq, Greenland: Narsarsuaq Airport"
"1542103","Narsarsuaq, Greenland: Narsarsuaq Airport"
"1542201","Guam, Guam: Andersen AFB"
"1542202","Guam, TT: Andersen AFB"
"1542203","Guam, TT: Andersen AFB"
"1542301","San Juan, Argentina: San Juan Airport"
"1542302","San Juan, Argentina: San Juan Airport"
"1542401","Samburu, Kenya: Samburu Airport"
"1542402","Samburu, Kenya: Samburu Airport"
"1542501","Uaxactun, Guatemala: Uaxactun Airport"
"1542601","Uberaba, Brazil: Uberaba Airport"
"1542602","Uberaba, Brazil: Mario de Almeida Franco"
"1542603","Uberaba, Brazil: Mario de Almeida Franco"
"1542701","Chatham, MA: Chatham Municipal"
"1542702","Chatham, MA: Chatham Municipal"
"1542801","Ube, Japan: Yamaguchi Ube"
"1542802","Ube, Japan: Yamaguchi Ube"
"1542901","Ubon Ratchathani, Thailand: Ubon Ratchathani Airport"
"1542902","Ubon Ratchathani, Thailand: Ubon Ratchathani Airport"
"1543001","Columbus, MS: Lowndes County"
"1543002","Columbus, MS: Columbus-Lowndes County"
"1543101","Utica/Rome, NY: Oneida County"
"1543301","Union City, TN: Everett-Stewart Regional"
"1543302","Union City, TN: Everett-Stewart Regional"
"1543303","Union City, TN: Everett-Stewart Regional"
"1543401","Bermuda Dunes, CA: Bermuda Dunes Airport"
"1543402","Bermuda Dunes, CA: Bermuda Dunes Airport"
"1543501","Darlington, SC: Darlington County Jetport"
"1543502","Darlington, SC: Darlington County Jetport"
"1543601","Uberlandia, Brazil: Uberlandia Airport"
"1543602","Uberlandia, Brazil: Uberlandia Airport"
"1543701","Udaipur, India: Udaipur Airport"
"1543702","Udaipur, India: Udaipur Airport"
"1543801","Quelimane, Mozambique: Quelimane Airport"
"1543802","Quelimane, Mozambique: Quelimane Airport"
"1543901","Kumejima, Okinawa/Ryukyu Islands: Kumejima Airport"
"1543902","Kumejima, Japan: Kumejima Airport"
"1543903","Kumejima, Japan: Kumejima Airport"
"1544001","Waukesha, WI: Waukesha County"
"1544002","Waukesha, WI: Waukesha County"
"1544101","Quetta, Pakistan: Quetta/Samungli"
"1544102","Quetta, Pakistan: Quetta International"
"1544201","Ufa, Russia: Ufa Airport"
"1544301","Ugashik, AK: Ugashik Airport"
"1544401","Pilot Point, AK: Ugashik Bay"
"1544402","Pilot Point, AK: Ugashik Bay"
"1544501","Urgench, U.S.S.R.: Urgench Airport"
"1544502","Urgench, Uzbekistan: Urgench Airport"
"1544503","Urgench, Uzbekistan: Urgench Airport"
"1544601","Uganik, AK: Uganik Airport"
"1544701","Waukegan, IL: Waukegan Regional"
"1544702","Waukegan, IL: Waukegan Regional"
"1544801","Ugashik, AK: Ugashik New"
"1544802","Ugashik, AK: Ugashik Airport"
"1544901","Uherske Hradiste, Czechoslovakia: Uherske Hradiste Airport"
"1544902","Uherske Hradiste, Czech Republic: Uherske Hradiste Airport"
"1545001","Upper Heyford, United Kingdom: Upper Heyford Airport"
"1545101","Quibdo, Colombia: El Carano"
"1545102","Quibdo, Colombia: El Carano"
"1545201","Qui Nhon, Vietnam: Phu Cat"
"1545301","Utila Island, Honduras: Utila Island Hond."
"1545401","Quincy, IL: Quincy Regional-Baldwin Field"
"1545402","Quincy, IL: Quincy Regional-Baldwin Field"
"1545501","Quito, Ecuador: Mariscal Sucre International"
"1545502","Quito, Ecuador: Mariscal Sucre International"
"1545601","Quimper, France: Pluguffan"
"1545602","Quimper, France: Pluguffan"
"1545701","Kobe Honshu Island, Japan: Kobe"
"1545801","Ukiah, CA: Ukiah Municipal"
"1545802","Ukiah, CA: Ukiah Municipal"
"1545901","San Julian, Argentina: San Julian Airport"
"1546001","Santiago, Chile: Los Cerrillos"
"1546101","Ulithi, Palau District (TTPI): Ulithi Airport"
"1546102","Ulithi, Federated States of Micronesia: Ulithi Airport"
"1546103","Ulithi, Federated States of Micronesia: Ulithi Airport"
"1546201","New Ulm, MN: New Ulm Municipal"
"1546202","New Ulm, MN: New Ulm Municipal"
"1546301","Ulan Bator, Mongolia: Buyant Uhaa"
"1546302","Ulan Bator, Mongolia: Chinggis Khaan International"
"1546401","Tulua, Colombia: Farfan"
"1546402","Tulua, Colombia: Farfan"
"1546403","Tulua, Colombia: Tulua Airport"
"1546501","Ulysses, KS: Ulysses Airport"
"1546502","Ulysses, KS: Ulysses Airport"
"1546601","Ulyanovsk, U.S.S.R.: Ulyanovsk Airport"
"1546602","Ulyanovsk, Russia: Ulyanovsk Airport"
"1546603","Ulyanovsk, Russia: Vostochny"
"1546604","Ulyanovsk, Russia: Vostochny"
"1546701","Umnak, AK: North Shore"
"1546801","Uummannaq, Greenland: Uummannaq Airport"
"1546901","Umea, Sweden: Umea Airport"
"1546902","Umea, Sweden: Umea Airport"
"1547001","Summit, AK: Summit Airport"
"1547002","Summit, AK: Summit Airport"
