"AIRLINE_ID","CARRIER","CARRIER_ENTITY","CARRIER_NAME","UNIQUE_CARRIER","UNIQUE_CARRIER_ENTITY","UNIQUE_CARRIER_NAME","WAC","CARRIER_GROUP","CARRIER_GROUP_NEW","REGION","START_DATE_SOURCE","THRU_DATE_SOURCE",
20500,"G7","07041","GoJet Airlines, LLC d/b/a United Express","G7","07041","GoJet Airlines, LLC d/b/a United Express",10,1,1,"Domestic",2005-09-01,2007-12-31,
20317,"7G","9529B","MK Airlines Ltd.","7G","9529B","MK Airlines Ltd.",529,0,0,"International",2001-02-01,2010-05-30,
20357,"ER","16170","Astar USA, LLC","ER","16170","Astar USA, LLC",10,2,2,"Atlantic",2011-01-01,,
20357,"ER","06170","Astar USA, LLC","ER","06170","Astar USA, LLC",10,2,2,"Domestic",2011-01-01,,
20357,"ER","16171","Astar USA, LLC","ER","16171","Astar USA, LLC",10,2,2,"Latin America",2011-01-01,,
20357,"ER","16170","Astar Air Cargo Inc.","ER","16170","Astar USA, LLC",10,2,2,"Atlantic",2003-07-01,2010-12-31,
20357,"ER","06170","Astar Air Cargo Inc.","ER","06170","Astar USA, LLC",10,2,2,"Domestic",2003-07-01,2010-12-31,
20357,"ER","16171","Astar Air Cargo Inc.","ER","16171","Astar USA, LLC",10,2,2,"Latin America",2003-07-01,2010-12-31,
20357,"XBW","80056","DHL Airways","ER","80056","Astar USA, LLC",10,7,7,"Domestic",1981-06-01,1992-03-31,
20357,"ER","16170","DHL Airways","ER","16170","Astar USA, LLC",10,2,2,"Atlantic",2003-01-01,2003-06-30,
20357,"ER","06170","DHL Airways","ER","06170","Astar USA, LLC",10,2,2,"Domestic",2003-01-01,2003-06-30,
20357,"ER","16171","DHL Airways","ER","16171","Astar USA, LLC",10,2,2,"Latin America",2003-01-01,2003-06-30,
20357,"ER","16170","DHL Airways","ER","16170","Astar USA, LLC",10,3,3,"Atlantic",1992-04-01,2002-12-31,
20357,"ER","06170","DHL Airways","ER","06170","Astar USA, LLC",10,3,3,"Domestic",1992-04-01,2002-12-31,
20357,"ER","16171","DHL Airways","ER","16171","Astar USA, LLC",10,3,3,"Latin America",1992-04-01,2002-12-31,
19557,"LT","9429E","Luftransport-Unternehmen","LT","9429E","Luftransport-Unternehmen",429,0,0,"International",1981-07-01,2009-05-31,
20110,"ADB","9488B","Antonov Company","ADB","9488B","Antonov Company",488,0,0,"International",2010-08-01,,
20110,"AUQ","9488B","Antonov Design Bureau","ADB","9488B","Antonov Company",488,0,0,"International",1996-11-01,2010-07-31,
21438,"EXC","71094","Hapag-Lloyd Executive GmbH","EXC","71094","Hapag-Lloyd Executive GmbH",429,0,0,"International",2010-11-01,,
21438,"X3","71094","Hapag-Lloyd Express GmbH","EXC","71094","Hapag-Lloyd Executive GmbH",429,0,0,"International",2010-01-01,2010-10-31,
20452,"REP","06003","Republic Airlines","YX","06003","Republic Airlines",10,1,1,"Domestic",2005-09-01,2005-12-31,
20452,"RW","06003","Republic Airlines","YX","06003","Republic Airlines",10,1,1,"Domestic",2006-01-01,2008-12-31,
20452,"RW","06003","Republic Airlines","YX","06003","Republic Airlines",10,2,2,"Domestic",2009-01-01,2009-09-30,
20452,"YX","06003","Republic Airlines","YX","06003","Republic Airlines",10,2,2,"Domestic",2009-10-01,,
20452,"YX","11029","Republic Airlines","YX","11029","Republic Airlines",10,2,2,"Latin America",2011-07-01,,
20203,"FCQ","06399","Falcon Air Express","FCQ","06399","Falcon Air Express",10,1,4,"System",2007-01-01,,
20203,"FCQ","06400","Falcon Air Express","FCQ","06400","Falcon Air Express",10,1,4,"Domestic",2007-01-01,,
20203,"FCQ","16400","Falcon Air Express","FCQ","16400","Falcon Air Express",10,1,4,"International",2007-01-01,,
20203,"FCQ","06399","Falcon Air Express","FCQ","06399","Falcon Air Express",10,1,1,"System",2001-01-01,2006-12-31,
20203,"FCQ","06400","Falcon Air Express","FCQ","06400","Falcon Air Express",10,1,1,"Domestic",2001-01-01,2006-12-31,
20203,"FCQ","16400","Falcon Air Express","FCQ","16400","Falcon Air Express",10,1,1,"International",2001-01-01,2006-12-31,
20203,"FCQ","06399","Falcon Air Express","FCQ","06399","Falcon Air Express",10,1,4,"System",1996-03-01,2000-12-31,
20203,"FCQ","06400","Falcon Air Express","FCQ","06400","Falcon Air Express",10,1,4,"Domestic",1996-03-01,2000-12-31,
20203,"FCQ","16400","Falcon Air Express","FCQ","16400","Falcon Air Express",10,1,4,"International",1996-03-01,2000-12-31,
20396,"MM","9469C","Euro Atlantic Airways","MM","9469C","Euro Atlantic Airways",469,0,0,"International",2004-06-01,2009-05-01,
20397,"VEE","07028","PSA Airlines Inc.","16","07028","PSA Airlines Inc.",10,1,6,"Domestic",2002-10-01,2004-06-30,
20397,"VEE","37884","PSA Airlines Inc.","16","37884","PSA Airlines Inc.",10,1,6,"Domestic",1960-01-01,2002-09-30,
20397,"16","07028","PSA Airlines Inc.","16","07028","PSA Airlines Inc.",10,2,2,"Domestic",2006-01-01,,
20397,"16","11030","PSA Airlines Inc.","16","11030","PSA Airlines Inc.",10,2,2,"Latin America",2011-07-01,,
20397,"16","07028","PSA Airlines Inc.","16","07028","PSA Airlines Inc.",10,1,1,"Domestic",2004-07-01,2005-12-31,
21522,"1FQ","01163","Alsek Air","1FQ","01163","Alsek Air",10,1,6,"Domestic",2011-01-01,,
21326,"IJ","71068","Great Wall Airlines Company Limited","IJ","71068","Great Wall Airlines Company Limited",713,0,0,"International",2008-06-01,2011-05-31,
20408,"TTD","38125","Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service","3Z","38125","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",10,1,5,"Domestic",1986-12-01,1995-06-30,
20408,"3K","06860","Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service","3Z","06860","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",10,1,1,"Domestic",1999-01-01,2004-12-31,
20408,"3K","06860","Tatonduk Outfitters Limited d/b/a Tatonduk Flying Service","3Z","06860","Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo",10,1,4,"Domestic",1995-07-01,1998-12-31,
21549,"1IQ","71110","Jet link AG","1IQ","71110","Jet link AG",486,0,0,"International",2011-09-01,,
20372,"KLQ","01141","Kalitta Charters II","KLQ","01141","Kalitta Charters II",10,1,4,"System",2004-01-01,2011-12-31,
20372,"KLQ","06774","Kalitta Charters II","KLQ","06774","Kalitta Charters II",10,1,4,"Domestic",2004-01-01,2011-12-31,
20372,"KLQ","16770","Kalitta Charters II","KLQ","16770","Kalitta Charters II",10,1,4,"International",2004-01-01,2011-12-31,
20372,"KLQ","01141","Kalitta Charters II","KLQ","01141","Kalitta Charters II",10,1,1,"System",2012-01-01,,
20372,"KLQ","06774","Kalitta Charters II","KLQ","06774","Kalitta Charters II",10,1,1,"Domestic",2012-01-01,,
20372,"KLQ","16770","Kalitta Charters II","KLQ","16770","Kalitta Charters II",10,1,1,"International",2012-01-01,,
19549,"JM","9243A","Air Jamaica Limited","JM","9243A","Air Jamaica Limited",243,0,0,"International",1981-07-01,2011-06-30,
20448,"SHA","06911","Shuttle America Corp.","S5","06911","Shuttle America Corp.",10,1,6,"Domestic",2002-10-01,2005-06-30,
20448,"SHA","38277","Shuttle America Corp.","S5","38277","Shuttle America Corp.",10,1,6,"Domestic",1998-12-01,2002-09-30,
20448,"S5","06911","Shuttle America Corp.","S5","06911","Shuttle America Corp.",10,2,2,"Domestic",2009-01-01,,
20448,"S5","11032","Shuttle America Corp.","S5","11032","Shuttle America Corp.",10,2,2,"Latin America",2011-10-01,,
20448,"S5","06911","Shuttle America Corp.","S5","06911","Shuttle America Corp.",10,1,1,"Domestic",2005-07-01,2008-12-31,
21567,"SN","71114","Brussels Airlines N.V.","SN","71114","Brussels Airlines N.V.",409,0,0,"International",2012-06-01,,
20252,"PAV","38216","Pacific Island Aviation","9J","38216","Pacific Island Aviation",10,1,6,"Domestic",1992-03-01,2002-09-30,
20252,"9J","06920","Pacific Island Aviation","9J","06920","Pacific Island Aviation",10,1,6,"Domestic",2002-10-01,2005-02-28,
20345,"RGQ","7900H","Regency Air","RGQ","7900H","Regency Air",900,0,0,"International",2003-04-01,2005-12-31,
19393,"WN","06725","Southwest Airlines Co.","WN","06725","Southwest Airlines Co.",10,3,3,"Domestic",1979-01-01,,
19393,"WN","11033","Southwest Airlines Co.","WN","11033","Southwest Airlines Co.",10,3,3,"Latin America",2012-04-01,,
21236,"0JQ","01142","Vision Airlines","0JQ","01142","Vision Airlines",10,1,1,"Domestic",2009-07-01,2010-12-31,
21236,"0JQ","11021","Vision Airlines","0JQ","11021","Vision Airlines",10,2,2,"Latin America",2011-07-01,,
21236,"0JQ","01142","Vision Airlines","0JQ","01142","Vision Airlines",10,2,2,"Domestic",2011-01-01,,
21236,"0JQ","01142","Vision Airlines","0JQ","01142","Vision Airlines",10,1,5,"Domestic",2008-04-01,2009-06-30,
20379,"ZKQ","09790","Zantop International","ZKQ","09790","Zantop International",10,1,1,"Domestic",1979-01-01,1998-12-31,
20379,"ZKQ","09790","Zantop International","ZKQ","09790","Zantop International",10,1,1,"Domestic",2001-01-01,2003-12-31,
20379,"ZKQ","09790","Zantop International","ZKQ","09790","Zantop International",10,1,4,"Domestic",1999-01-01,2000-12-31,
20379,"ZKQ","09790","Zantop International","ZKQ","09790","Zantop International",10,1,4,"Domestic",2004-01-01,2005-09-30,
20190,"9S","06840","Southern Air Inc.","9S","06840","Southern Air Inc.",10,1,1,"System",1999-12-01,2001-12-31,
20190,"9S","06841","Southern Air Inc.","9S","06841","Southern Air Inc.",10,1,1,"Domestic",1999-12-01,2007-12-31,
20190,"9S","16841","Southern Air Inc.","9S","16841","Southern Air Inc.",10,1,1,"International",1999-12-01,2007-12-31,
20190,"9S","06841","Southern Air Inc.","9S","06841","Southern Air Inc.",10,2,2,"Domestic",2008-01-01,,
20190,"9S","16841","Southern Air Inc.","9S","16841","Southern Air Inc.",10,2,2,"International",2008-01-01,,
20340,"WOA","38002","Wings Of Alaska","K5","38002","SeaPort Airlines, Inc. d/b/a Wings of Alaska",10,1,5,"Domestic",1983-03-01,2001-12-31,
20340,"WOA","06966","Wings Of Alaska","K5","06966","SeaPort Airlines, Inc. d/b/a Wings of Alaska",10,1,5,"Domestic",2002-01-01,2003-03-31,
20340,"K5","06966","Wings Of Alaska","K5","06966","SeaPort Airlines, Inc. d/b/a Wings of Alaska",10,1,5,"Domestic",2003-04-01,2010-12-31,
20340,"K5","06966","SeaPort Airlines, Inc. d/b/a Wings of Alaska","K5","06966","SeaPort Airlines, Inc. d/b/a Wings of Alaska",10,1,5,"Domestic",2011-01-01,,
20170,"XJ","06692","Mesaba Airlines","XJ","06692","Mesaba Airlines",10,1,1,"Domestic",1997-07-01,1998-12-31,
20170,"XJ","06692","Mesaba Airlines","XJ","06692","Mesaba Airlines",10,2,2,"Domestic",1999-01-01,2011-12-31,
20170,"MES","30546","Mesaba Airlines","XJ","30546","Mesaba Airlines",10,1,6,"Domestic",1960-01-01,1997-06-30,
20378,"MAS","38029","Mesa Airlines Inc.","YV","38029","Mesa Airlines Inc.",10,1,6,"Domestic",1983-09-01,1995-02-28,
20378,"YV","06689","Mesa Airlines Inc.","YV","06689","Mesa Airlines Inc.",10,2,2,"Domestic",2010-01-01,,
20378,"YV","11022","Mesa Airlines Inc.","YV","11022","Mesa Airlines Inc.",10,2,2,"Latin America",2011-07-01,,
20378,"YV","06689","Mesa Airlines Inc.","YV","06689","Mesa Airlines Inc.",10,3,3,"Domestic",2007-01-01,2009-12-31,
20378,"YV","06689","Mesa Airlines Inc.","YV","06689","Mesa Airlines Inc.",10,2,2,"Domestic",1995-03-01,1997-06-30,
20378,"YV","06689","Mesa Airlines Inc.","YV","06689","Mesa Airlines Inc.",10,2,2,"Domestic",2004-01-01,2006-12-31,
20378,"YV","06689","Mesa Airlines Inc.","YV","06689","Mesa Airlines Inc.",10,1,5,"Domestic",2002-10-01,2003-12-31,
20378,"YV","38029","Mesa Airlines Inc.","YV","38029","Mesa Airlines Inc.",10,1,5,"Domestic",1997-07-01,2002-09-30,
21552,"TB","71111","TUI Airlines Belgium N.V. d/b/a Jetairfly","TB","71111","TUI Airlines Belgium N.V. d/b/a Jetairfly",409,0,0,"International",2011-10-01,,
21061,"6R","71006","Aerounion ( Aerotransporte de Carga Union SA de CV","6R","71006","Aerounion Aerotransporte de Carga Union SA de CV",148,0,0,"International",2004-01-01,2007-01-31,
21061,"6R","71006","Aerounion Aerotransporte de Carga Union SA de CV","6R","71006","Aerounion Aerotransporte de Carga Union SA de CV",148,0,0,"International",2007-02-01,,
19687,"QX","11023","Horizon Air","QX","11023","Horizon Air",10,2,2,"Latin America",2011-07-01,,
19687,"QX","06580","Horizon Air","QX","06580","Horizon Air",10,2,2,"Domestic",1984-09-01,,
19687,"HOZ","37960","Horizon Air","QX","37960","Horizon Air",10,1,6,"Domestic",1960-01-01,1984-08-31,
20314,"YX","06706","Midwest Airline, Inc.","YX (1)","06706","Midwest Airline, Inc.",10,2,2,"Domestic",2003-03-01,2009-09-30,
20257,"BMJ","06954","Bemidji Airlines","CH","06954","Bemidji Airlines",10,1,6,"Domestic",2002-10-01,2005-12-31,
20257,"BMJ","37976","Bemidji Airlines","CH","37976","Bemidji Airlines",10,1,6,"Domestic",1981-12-01,2002-09-30,
20257,"CH","06954","Bemidji Airlines","CH","06954","Bemidji Airlines",10,1,6,"Domestic",2006-01-01,,
21040,"02Q","71004","Titan Airways","02Q","71004","Titan Airways",493,0,0,"International",2006-05-01,,
20286,"VPJ","06903","Vintage Props & Jets Inc.","VQ","06903","Vintage Props & Jets Inc.",10,1,6,"Domestic",2002-10-01,2005-12-31,
20286,"VQ","06903","Vintage Props & Jets Inc.","VQ","06903","Vintage Props & Jets Inc.",10,1,6,"Domestic",2006-01-01,,
21036,"EAQ","71003","Executive Airlines, SL","EAQ","71003","Executive Airlines, SL",482,0,0,"International",2006-02-01,,
21035,"TIQ","71002","Tyrolean Jet Service","TIQ","71002","Tyrolean Jet Service",403,0,0,"International",2005-12-01,,
19949,"NG","9403B","Lauda Air Luftfahrt Ag","NG","9403B","Lauda Air Luftfahrt Ag",403,0,0,"International",1991-06-01,2001-10-31,
19950,"9R","09755","Flagship Express Services","9R","09755","Flagship Express Services",10,1,1,"Domestic",1991-07-01,1991-12-31,
19950,"9R","19756","Flagship Express Services","9R","19756","Flagship Express Services",10,1,1,"Atlantic",1991-07-01,1991-12-31,
19950,"9R","19757","Flagship Express Services","9R","19757","Flagship Express Services",10,1,1,"Pacific",1991-07-01,1991-12-31,
19950,"9R","09754","Rosenbalm Aviation Inc.","9R","09754","Flagship Express Services",10,1,1,"System",1980-09-01,1986-12-31,
19950,"9R","09755","Rosenbalm Aviation Inc.","9R","09755","Flagship Express Services",10,1,1,"Domestic",1980-09-01,1991-06-30,
19950,"9R","19755","Rosenbalm Aviation Inc.","9R","19755","Flagship Express Services",10,1,1,"International",1980-07-01,1989-12-31,
19950,"9R","19756","Rosenbalm Aviation Inc.","9R","19756","Flagship Express Services",10,1,1,"Atlantic",1990-01-01,1991-06-30,
19950,"9R","19757","Rosenbalm Aviation Inc.","9R","19757","Flagship Express Services",10,1,1,"Pacific",1990-01-01,1991-06-30,
19951,"BE","06120","Braniff International Airlines Inc.","BE","06120","Braniff International Airlines Inc.",10,1,1,"Domestic",1991-07-01,1992-05-31,
19952,"KW","06748","Carnival Air Lines Inc.","KW","06748","Carnival Air Lines Inc.",10,2,2,"Domestic",1991-07-01,1998-06-30,
19952,"KW","16664","Carnival Air Lines Inc.","KW","16664","Carnival Air Lines Inc.",10,2,2,"Latin America",1991-07-01,1998-06-30,
19952,"QT","06748","Pacific Interstate Airlines","KW","06748","Carnival Air Lines Inc.",10,1,1,"Domestic",1984-12-01,1989-09-30,
19952,"QT","06751","Pacific Interstate Airlines","KW","06751","Carnival Air Lines Inc.",10,1,1,"System",1986-04-01,1989-09-30,
19952,"QT","16664","Pacific Interstate Airlines","KW","16664","Carnival Air Lines Inc.",10,1,1,"Latin America",1989-09-01,1989-09-30,
19952,"QT","16665","Pacific Interstate Airlines","KW","16665","Carnival Air Lines Inc.",10,1,1,"International",1986-04-01,1989-08-31,
19952,"KW","06748","Pacific Interstate Airlines","KW","06748","Carnival Air Lines Inc.",10,1,1,"Domestic",1989-10-01,1991-06-30,
19952,"KW","06751","Pacific Interstate Airlines","KW","06751","Carnival Air Lines Inc.",10,1,1,"System",1989-10-01,1991-06-30,
19952,"KW","16664","Pacific Interstate Airlines","KW","16664","Carnival Air Lines Inc.",10,1,1,"Latin America",1989-10-01,1991-06-30,
19953,"TMQ","9327D","Transportes Aereos Mercantiles Panamericanos S.A","QT","9327D","Transportes Aereos Mercantiles Panamericanos S.A",327,0,0,"International",1981-07-01,1990-01-31,
19953,"QT","9327D","Transportes Aereos Mercantiles Panamericanos S.A","QT","9327D","Transportes Aereos Mercantiles Panamericanos S.A",327,0,0,"International",1990-02-01,,
19954,"JZ","9736E","Japan Air Charter Co. Ltd.","JZ","9736E","Japan Air Charter Co. Ltd.",736,0,0,"International",1991-07-01,1999-08-31,
19955,"ZL","9565A","Affretair","ZL","9565A","Affretair",565,0,0,"International",1991-08-01,1991-08-31,
19956,"VC","9388I","Servicios Avensa","VC","9388I","Servicios Avensa",388,0,0,"International",1991-08-01,2002-05-31,
19957,"MU","06711","Mcclain Airlines Inc.","MU (1)","06711","Mcclain Airlines Inc.",10,1,1,"Domestic",1986-09-01,1987-02-28,
19958,"MU","9713B","China Eastern Airlines","MU","9713B","China Eastern Airlines",713,0,0,"International",1991-08-01,,
19959,"DUL","38201","Dulles Express","DUL","38201","Dulles Express",10,1,6,"Domestic",1991-09-01,2002-09-30,
19960,"SYB","38206","Skybus Express Airlines","SYB","38206","Skybus Express Airlines",10,1,6,"Domestic",1991-09-01,2002-09-30,
19961,"TWQ","9900C","Air Transat","TS","9900C","Air Transat",900,0,0,"International",1988-03-01,1991-08-31,
19961,"TS","9900C","Air Transat","TS","9900C","Air Transat",900,0,0,"International",1991-09-01,,
19962,"XAH","80013","Hawaii Pacific Air","XAH","80013","Hawaii Pacific Air",10,7,7,"Domestic",1991-10-01,1994-12-31,
19963,"WL","9736F","World Air Network","WL","9736F","World Air Network",736,0,0,"International",1991-10-01,1995-09-30,
19964,"IPS","38210","Island Express","IPS","38210","Island Express",10,1,6,"Domestic",1991-10-01,2002-09-30,
19965,"RMH","38208","Rocky Mountain Helicopters","RMH","38208","Rocky Mountain Helicopters",10,1,6,"Domestic",1991-10-01,2002-09-30,
19966,"SNV","38209","Sierra Nevada Airways","SNV","38209","Sierra Nevada Airways",10,1,6,"Domestic",1991-10-01,2002-09-30,
19967,"TWE","38220","Trans World Express","TWE","38220","Trans World Express",10,1,6,"Domestic",1991-12-01,2001-12-31,
19968,"AZP","38212","Arizona Pacific Airways","AZP","38212","Arizona Pacific Airways",10,1,6,"Domestic",1991-12-01,2002-09-30,
19969,"XPQ","06619","International Cargo Xpress","XPQ","06619","International Cargo Xpress",10,1,1,"System",1992-01-01,1994-09-30,
19969,"XPQ","06620","International Cargo Xpress","XPQ","06620","International Cargo Xpress",10,1,1,"Domestic",1992-01-01,1994-09-30,
19969,"XPQ","16620","International Cargo Xpress","XPQ","16620","International Cargo Xpress",10,1,1,"International",1992-01-01,1994-09-30,
19970,"NER","38186","Northeast Express Regional","NER","38186","Northeast Express Regional (1)",10,1,6,"Domestic",1990-09-01,1995-12-31,
19971,"NEX","38224","Northeast Express Regional","NEX","38224","Northeast Express Regional",10,1,6,"Domestic",1992-01-01,1995-12-31,
19972,"HCQ","06091","Av Atlantic","HCQ","06091","Av Atlantic",10,1,1,"System",1992-01-01,1995-12-31,
19972,"HCQ","06092","Av Atlantic","HCQ","06092","Av Atlantic",10,1,1,"Domestic",1992-01-01,1997-02-28,
19972,"HCQ","16092","Av Atlantic","HCQ","16092","Av Atlantic",10,1,1,"International",1992-01-01,1997-02-28,
19973,"RTQ","9224I","Aerotour Dominicano Cxa","RTQ","9224I","Aerotour Dominicano Cxa",224,0,0,"International",1992-01-01,1997-09-30,
19974,"ROQ","90114","Aero Uruguay","ROQ","90114","Aero Uruguay (1)",385,0,0,"International",1981-07-01,1989-12-31,
19975,"URQ","9385C","Aero Uruguay","URQ","9385C","Aero Uruguay",385,0,0,"International",1992-01-01,2001-10-31,
19976,"4N","7900G","Air North","4N","7900G","Air North",900,0,0,"International",1992-01-01,,
19977,"UA","0A875","United Air Lines Inc.","UA","0A875","United Air Lines Inc.",10,3,3,"Domestic",1960-01-01,,
19977,"UA","10874","United Air Lines Inc.","UA","10874","United Air Lines Inc.",10,3,3,"Atlantic",1990-05-01,,
19977,"UA","10876","United Air Lines Inc.","UA","10876","United Air Lines Inc.",10,3,3,"Latin America",1992-01-01,,
19977,"UA","10877","United Air Lines Inc.","UA","10877","United Air Lines Inc.",10,3,3,"Pacific",1983-03-01,,
19978,"AHA","38217","Air Alpha","AHA","38217","Air Alpha",10,1,6,"Domestic",1992-03-01,2002-09-30,
19979,"AIY","38218","Alliance Air","AIY","38218","Alliance Air",10,1,6,"Domestic",1992-03-01,2002-09-30,
19980,"FLA","38223","Florida Air","FLA","38223","Florida Air",10,1,6,"Domestic",1992-03-01,2002-09-30,
19981,"PAQ","06754","Patriot Airlines Inc.","PAQ","06754","Patriot Airlines Inc.",10,1,1,"System",1992-04-01,1994-12-31,
19981,"PAQ","06755","Patriot Airlines Inc.","PAQ","06755","Patriot Airlines Inc.",10,1,1,"Domestic",1992-04-01,1994-12-31,
19981,"PAQ","16755","Patriot Airlines Inc.","PAQ","16755","Patriot Airlines Inc.",10,1,1,"International",1992-04-01,1994-12-31,
19982,"TB","06907","Trump Shuttle","TB (1)","06907","USAir Shuttle",10,2,2,"Domestic",1989-07-01,1992-03-31,
19982,"TB","16907","Trump Shuttle","TB (1)","16907","USAir Shuttle",10,2,2,"Latin America",1992-02-01,1992-03-31,
19982,"TB","06907","USAir Shuttle","TB (1)","06907","USAir Shuttle",10,2,2,"Domestic",1992-04-01,2000-06-30,
19982,"TB","16907","USAir Shuttle","TB (1)","16907","USAir Shuttle",10,2,2,"Latin America",1992-04-01,1992-06-30,
19983,"ZN","06685","Key Airlines Inc.","ZN","06685","Key Airlines Inc.",10,1,1,"Domestic",1992-05-01,1993-06-30,
19983,"ZN","16280","Key Airlines Inc.","ZN","16280","Key Airlines Inc.",10,1,1,"International",1992-05-01,1992-06-30,
19983,"ZN","16281","Key Airlines Inc.","ZN","16281","Key Airlines Inc.",10,1,1,"Latin America",1992-05-01,1993-06-30,
19983,"KEQ","06685","Key Airlines Inc.","ZN","06685","Key Airlines Inc.",10,1,1,"Domestic",1984-05-01,1992-04-30,
19983,"KEQ","16280","Key Airlines Inc.","ZN","16280","Key Airlines Inc.",10,1,1,"International",1984-05-01,1992-04-30,
19984,"FB","9441C","Translift Airways Limited","FB","9441C","Translift Airways Limited",441,0,0,"International",1992-05-01,1994-12-31,
19985,"KTQ","9281B","Turks Air Ltd.","KTQ","9281B","Turks Air Ltd.",281,0,0,"International",1992-05-01,,
19986,"BHQ","90020","Turks Air Ltd.","BHQ","90020","Turks Air Ltd. (1)",281,0,0,"International",1981-07-01,1989-12-31,
19987,"ADV","38228","Advantage Airlines","ADV","38228","Advantage Airlines",10,1,6,"Domestic",1992-06-01,2002-09-30,
19988,"AWA","38226","Air West Airlines","AWA","38226","Air West Airlines",10,1,6,"Domestic",1992-06-01,2002-09-30,
19989,"KEA","38221","Keene Airways","KEA","38221","Keene Airways",10,1,6,"Domestic",1992-06-01,2002-09-30,
19990,"SOE","38225","Sky One Express","SOE","38225","Sky One Express",10,1,6,"Domestic",1992-06-01,2002-09-30,
19992,"ZS","9224H","Hispaniola Airways","ZS","9224H","Hispaniola Airways",224,0,0,"International",1992-07-01,1993-01-31,
19993,"AKQ","06053","Airmark Airlines Inc.","AKQ","06053","Airmark Airlines Inc.",10,1,1,"System",1992-07-01,1993-07-31,
19993,"AKQ","06054","Airmark Airlines Inc.","AKQ","06054","Airmark Airlines Inc.",10,1,1,"Domestic",1992-07-01,1993-07-31,
19993,"AKQ","16054","Airmark Airlines Inc.","AKQ","16054","Airmark Airlines Inc.",10,1,1,"International",1992-07-01,1993-07-31,
19994,"QQ","06775","Reno Air Inc.","QQ","06775","Reno Air Inc.",10,2,2,"Domestic",1992-07-01,1999-12-31,
19995,"VX","9327F","Aces Airlines","VX (1)","9327F","Aces Airlines",327,0,0,"International",1992-07-01,2003-08-31,
19996,"6Y","9153C","Nicaraguense De Aviacion Sa","6Y","9153C","Nicaraguense De Aviacion Sa",153,0,0,"International",1992-07-01,,
19997,"SI","06670","Jet America Airlines Inc.","SI (1)","06670","Jet America Airlines Inc.",10,1,4,"Domestic",1981-12-01,1987-10-31,
