"AIRLINE_ID","CARRIER","CARRIER_ENTITY","CARRIER_NAME","UNIQUE_CARRIER","UNIQUE_CARRIER_ENTITY","UNIQUE_CARRIER_NAME","WAC","CARRIER_GROUP","CARRIER_GROUP_NEW","REGION","START_DATE_SOURCE","THRU_DATE_SOURCE",
20102,"SFQ","06824","Sportsflight Airways Inc.","SFQ","06824","Pacific International Airlines Inc.",10,1,1,"System",1994-04-01,1996-05-31,
20102,"SFQ","06825","Sportsflight Airways Inc.","SFQ","06825","Pacific International Airlines Inc.",10,1,1,"Domestic",1994-04-01,1996-05-31,
20102,"SFQ","16825","Sportsflight Airways Inc.","SFQ","16825","Pacific International Airlines Inc.",10,1,1,"International",1994-04-01,1996-05-31,
20103,"NEQ","9475D","North East Cargo Airlines","NEQ","9475D","North East Cargo Airlines",475,0,0,"International",1996-06-01,1997-04-30,
20017,"CS","16192","Continental Micronesia","CS","16192","Continental Micronesia",10,2,2,"Pacific",1993-04-01,2010-12-31,
20105,"EU","9337C","Empresa Ecuatoriana De Avia","EU","9337C","Ecuatoriana De Aviacion",337,0,0,"International",1981-07-01,1993-09-30,
20105,"EU","9337C","Ecuatoriana De Aviacion","EU","9337C","Ecuatoriana De Aviacion",337,0,0,"International",1996-07-01,2000-09-30,
21376,"L7","71078","Lan Colombia","L7","71078","Lan Colombia",324,0,0,"International",2009-04-01,,
20107,"FX","06200","Federal Express Corporation","FX","06200","Federal Express Corporation",10,3,3,"Domestic",1996-08-01,,
20107,"FX","16195","Federal Express Corporation","FX","16195","Federal Express Corporation",10,3,3,"Latin America",1996-08-01,,
20107,"FX","16196","Federal Express Corporation","FX","16196","Federal Express Corporation",10,3,3,"Atlantic",1996-08-01,,
20107,"FX","16197","Federal Express Corporation","FX","16197","Federal Express Corporation",10,3,3,"Pacific",1996-08-01,,
20107,"FM","06200","Federal Express Corporation","FX","06200","Federal Express Corporation",10,3,3,"Domestic",1986-01-01,1996-07-31,
20107,"FM","16195","Federal Express Corporation","FX","16195","Federal Express Corporation",10,3,3,"Latin America",1989-08-01,1996-07-31,
20107,"FM","16196","Federal Express Corporation","FX","16196","Federal Express Corporation",10,3,3,"Atlantic",1986-01-01,1996-07-31,
20107,"FM","16197","Federal Express Corporation","FX","16197","Federal Express Corporation",10,3,3,"Pacific",1988-01-01,1996-07-31,
20107,"FED","80029","Federal Express Corporation","FX","80029","Federal Express Corporation",10,7,7,"Domestic",1981-06-01,1985-12-31,
20108,"XAW","80041","Northern Air Cargo Inc.","NC","80041","Northern Air Cargo Inc.",10,7,7,"Domestic",1981-06-01,1982-11-30,
20108,"NC","06721","Northern Air Cargo Inc.","NC","06721","Northern Air Cargo Inc.",10,1,1,"Domestic",1996-08-01,,
20108,"HU","06721","Northern Air Cargo Inc.","NC","06721","Northern Air Cargo Inc.",10,1,1,"Domestic",1982-12-01,1996-07-31,
20109,"TRQ","9484C","Blue Scandinavia Ab","TRQ","9484C","Blue Scandinavia Ab",484,0,0,"International",1996-11-01,1997-07-31,
20109,"TRQ","9484C","Transwede Airways Ab","TRQ","9484C","Blue Scandinavia Ab",484,0,0,"International",1987-06-01,1996-10-31,
20374,"RU","06130","Britt Airways Inc.","XE","06130","ExpressJet Airlines Inc. (1)",10,1,1,"Domestic",1981-01-01,1987-06-30,
20374,"BRT","37633","Britt Airways Inc.","XE","37633","ExpressJet Airlines Inc. (1)",10,1,6,"Domestic",1960-01-01,1980-12-31,
20111,"DHQ","9162D","DHL Aero Expresso","DHQ","9162D","DHL Aero Expresso",162,0,0,"International",1996-11-01,,
20112,"MAV","38263","Maverick Airways","MAV","38263","Maverick Airways",10,1,6,"Domestic",1996-12-01,1998-12-31,
20113,"GDW","38262","Golden West Airlines Inc.","GDW","38262","Golden West Airlines Inc.",10,1,6,"Domestic",1996-12-01,2002-09-30,
20114,"XC","9259B","Air Caribbean","XC","9259B","Air Caribbean (1)",259,0,0,"International",1997-01-01,2000-06-30,
20114,"CJQ","9259B","Air Caribbean","XC","9259B","Air Caribbean (1)",259,0,0,"International",1981-07-01,1996-12-31,
20115,"AIC","30018","Air Caribbean","AIC","30018","Air Caribbean",10,1,6,"Domestic",1960-01-01,2002-09-30,
20116,"TTQ","9900E","Canada 3000 Airlines Ltd.","2T","9900E","Canada 3000 Airlines Ltd.",900,0,0,"International",1990-01-01,1996-12-31,
20116,"2T","9900E","Canada 3000 Airlines Ltd.","2T","9900E","Canada 3000 Airlines Ltd.",900,0,0,"International",1997-01-01,2001-08-31,
20117,"Q7","9409D","Sobelair","Q7","9409D","Sobelair",409,0,0,"International",1997-01-01,2001-08-31,
20118,"UX","06013","Air Illinois Inc.","UX (1)","06013","Air Illinois Inc.",10,1,1,"Domestic",1983-01-01,1984-02-29,
20118,"ILL","30047","Air Illinois Inc.","UX (1)","30047","Air Illinois Inc.",10,1,6,"Domestic",1960-01-01,1982-12-31,
20374,"BRT","37633","Continental Express","XE","37633","ExpressJet Airlines Inc. (1)",10,1,5,"Domestic",1987-07-01,1994-12-31,
20120,"DFQ","9429A","Condor Flugdienst","DE","9429A","Condor Flugdienst",429,0,0,"International",1981-07-01,1997-01-31,
20120,"DE","9429A","Condor Flugdienst","DE","9429A","Condor Flugdienst",429,0,0,"International",1997-02-01,,
20121,"LU","9224J","Air Atlantic Dominicana","LU","9224J","Air Atlantic Dominicana",224,0,0,"International",1997-03-01,1998-11-30,
20122,"MTX","38264","Mountain Air Express","MTX","38264","Mountain Air Express",10,1,6,"Domestic",1997-03-01,1998-12-31,
20123,"SX","9148H","Aeroejecutivo S.A.","SX (1)","9148H","Aeroejecutivo S.A.",148,0,0,"International",1997-03-01,2000-01-31,
20123,"EVQ","9148H","Aeroejecutivo S.A.","SX (1)","9148H","Aeroejecutivo S.A.",148,0,0,"International",1990-01-01,1997-02-28,
20124,"H2","9409E","City Bird","H2","9409E","City Bird",409,0,0,"International",1997-03-01,2000-09-30,
20125,"PNQ","06767","Panagra Airways","PNQ","06767","Panagra Airways",10,1,1,"System",1997-03-01,2000-10-31,
20125,"PNQ","06768","Panagra Airways","PNQ","06768","Panagra Airways",10,1,1,"Domestic",1997-03-01,2000-07-31,
20125,"PNQ","16768","Panagra Airways","PNQ","16768","Panagra Airways",10,1,1,"International",1997-03-01,2000-10-31,
20126,"GKQ","90045","Laker Airways","GKQ","90045","Laker Airways",493,0,0,"International",1981-07-01,1989-12-31,
21407,"10Q","71084","Swiss Air Ambulance","10Q","71084","Swiss Air Ambulance",486,0,0,"International",2010-04-01,,
20374,"XE","06187","ExpressJet Airlines Inc.","XE","06187","ExpressJet Airlines Inc. (1)",10,2,2,"Domestic",2010-01-01,2011-12-31,
20374,"XE","16187","ExpressJet Airlines Inc.","XE","16187","ExpressJet Airlines Inc. (1)",10,2,2,"Latin America",2010-01-01,2011-12-31,
20374,"XE","06187","ExpressJet Airlines Inc.","XE","06187","ExpressJet Airlines Inc. (1)",10,3,3,"Domestic",2006-07-01,2009-12-31,
20374,"XE","16187","ExpressJet Airlines Inc.","XE","16187","ExpressJet Airlines Inc. (1)",10,3,3,"Latin America",2006-07-01,2009-12-31,
20374,"RU","06187","ExpressJet Airlines Inc.","XE","06187","ExpressJet Airlines Inc. (1)",10,2,2,"Domestic",1995-01-01,2003-12-31,
20374,"RU","16187","ExpressJet Airlines Inc.","XE","16187","ExpressJet Airlines Inc. (1)",10,2,2,"Latin America",1996-07-01,2003-12-31,
20374,"RU","06187","ExpressJet Airlines Inc.","XE","06187","ExpressJet Airlines Inc. (1)",10,3,3,"Domestic",2004-01-01,2006-06-30,
20374,"RU","16187","ExpressJet Airlines Inc.","XE","16187","ExpressJet Airlines Inc. (1)",10,3,3,"Latin America",2004-01-01,2006-06-30,
20128,"MT","9493Q","Flying Colours Airlines Ltd.","MT (1)","9493Q","Flying Colours Airlines Ltd.",493,0,0,"International",1997-05-01,1997-11-30,
20129,"1I","06799","Sky Trek International Airlines","1I","06799","Sky Trek International Airlines",10,1,1,"System",1997-06-01,2000-03-31,
20129,"1I","06802","Sky Trek International Airlines","1I","06802","Sky Trek International Airlines",10,1,1,"Domestic",1997-06-01,2000-03-31,
20129,"1I","16792","Sky Trek International Airlines","1I","16792","Sky Trek International Airlines",10,1,1,"International",1997-06-01,2000-03-31,
20130,"MNA","38267","M & N Aviation","MNA","38267","M & N Aviation",10,1,6,"Domestic",1997-06-01,2002-09-30,
20131,"JMA","38266","Jim Air Inc.","JMA","38266","Jim Air Inc.",10,1,6,"Domestic",1997-06-01,2002-12-31,
20132,"CZ","06180","Cascade Airways Inc.","CZ (1)","06180","Cascade Airways Inc.",10,1,1,"Domestic",1980-03-01,1985-11-30,
20132,"CCD","30312","Cascade Airways Inc.","CZ (1)","30312","Cascade Airways Inc.",10,1,6,"Domestic",1960-01-01,1980-02-29,
20133,"CZ","9713C","China Southern Airlines","CZ","9713C","China Southern Airlines",713,0,0,"International",1997-06-01,,
20134,"B8","9243B","Caribbean Airline Company","JAQ","9243B","Jamaica Air Freighters",243,0,0,"International",1994-06-01,1994-09-30,
20134,"JAQ","9243B","Jamaica Air Freighters","JAQ","9243B","Jamaica Air Freighters",243,0,0,"International",1997-08-01,2000-03-31,
20135,"NET","38270","Nacnet","NET","38270","Nacnet",10,1,6,"Domestic",1997-09-01,2000-12-31,
20366,"EV","06085","ExpressJet Airlines Inc.","EV","06085","ExpressJet Airlines Inc.",10,2,2,"Domestic",2012-01-01,,
20366,"EV","16085","ExpressJet Airlines Inc.","EV","16085","ExpressJet Airlines Inc.",10,2,2,"Latin America",2012-01-01,,
20137,"JK","06734","Sunworld International Airways Inc.","JK (1)","06734","Sunworld International Airways Inc.",10,1,1,"Domestic",1983-06-01,1988-11-30,
20138,"JK","9482C","Spanair S.A.","JK","9482C","Spanair S.A.",482,0,0,"International",1991-06-01,1995-11-30,
20138,"JK","9482C","Spanair S.A.","JK","9482C","Spanair S.A.",482,0,0,"International",1997-11-01,2001-09-30,
20139,"CC","06009","Air Atlanta Inc.","CC (1)","06009","Air Atlanta Inc.",10,1,1,"Domestic",1984-02-01,1987-04-30,
20140,"CC","9439B","Air Atlanta Icelandic","CC","9439B","Air Atlanta Icelandic",439,0,0,"International",1997-11-01,,
20141,"AUX","38271","Austin Express Inc.","AUX","38271","Austin Express Inc.",10,1,6,"Domestic",1997-12-01,2002-09-30,
20142,"FGS","38207","Flagship Airlines Inc.","8N","38207","Flagship Airlines Inc.",10,1,6,"Domestic",1991-09-01,1997-12-31,
20142,"8N","06205","Flagship Airlines Inc.","8N","06205","Flagship Airlines Inc.",10,2,2,"Domestic",1998-01-01,1998-06-30,
20143,"KP","06220","Kiwi International","KP","06220","Kiwi International",10,1,1,"Domestic",1992-09-01,1997-12-31,
20143,"KP","06220","Kiwi International","KP","06220","Kiwi International",10,2,2,"Domestic",1998-01-01,2000-12-31,
20144,"TX","9131B","Transportes Aereos Nacional","TX (1)","9131B","Transportes Aereos Nacional",131,0,0,"International",1981-07-01,1991-10-31,
20145,"OG","9235A","Air Guadeloupe","TX","9235A","Soc.Nouvelle Air Guadeloupe",235,0,0,"International",1991-12-01,1993-01-31,
20145,"TX","9235A","Soc.Nouvelle Air Guadeloupe","TX","9235A","Soc.Nouvelle Air Guadeloupe",235,0,0,"International",1998-01-01,2001-01-31,
20146,"SPQ","06797","Sun Pacific International","SPQ","06797","Sun Pacific International",10,1,1,"Domestic",1998-01-01,2001-05-31,
20146,"SPQ","16797","Sun Pacific International","SPQ","16797","Sun Pacific International",10,1,1,"International",1998-01-01,2001-05-31,
20146,"SPQ","06796","Sun Pacific International","SPQ","06796","Sun Pacific International",10,1,4,"System",1996-03-01,1997-12-31,
20146,"SPQ","06797","Sun Pacific International","SPQ","06797","Sun Pacific International",10,1,4,"Domestic",1996-03-01,1997-12-31,
20146,"SPQ","16797","Sun Pacific International","SPQ","16797","Sun Pacific International",10,1,4,"International",1996-03-01,1997-12-31,
20147,"T9","06886","TransMeridian Airlines","T9","06886","TransMeridian Airlines",10,1,1,"Domestic",1998-01-01,2005-09-30,
20147,"T9","16886","TransMeridian Airlines","T9","16886","TransMeridian Airlines",10,1,1,"International",1998-01-01,2005-09-30,
20147,"T9","06885","TransMeridian Airlines","T9","06885","TransMeridian Airlines",10,1,4,"System",1995-10-01,1997-12-31,
20147,"T9","06886","TransMeridian Airlines","T9","06886","TransMeridian Airlines",10,1,4,"Domestic",1995-10-01,1997-12-31,
20147,"T9","16886","TransMeridian Airlines","T9","16886","TransMeridian Airlines",10,1,4,"International",1995-10-01,1997-12-31,
20148,"MSQ","9461B","Martinair Holland N.V.","MP","9461B","Martinair Holland N.V.",461,0,0,"International",1986-03-01,1997-12-31,
20148,"MP","9461B","Martinair Holland N.V.","MP","9461B","Martinair Holland N.V.",461,0,0,"International",1998-01-01,,
20150,"HQQ","9736H","Harlequin Air Corporation","HQQ","9736H","Harlequin Air Corporation",736,0,0,"International",1998-04-01,2004-04-30,
20366,"EV","06085","Atlantic Southeast Airlines","EV","06085","ExpressJet Airlines Inc.",10,2,2,"Domestic",2011-01-01,2011-12-31,
20366,"EV","16085","Atlantic Southeast Airlines","EV","16085","ExpressJet Airlines Inc.",10,2,2,"Latin America",2011-01-01,2011-12-31,
20366,"EV","06085","Atlantic Southeast Airlines","EV","06085","ExpressJet Airlines Inc.",10,2,2,"Domestic",1993-07-01,2005-12-31,
20366,"EV","16085","Atlantic Southeast Airlines","EV","16085","ExpressJet Airlines Inc.",10,2,2,"Latin America",2004-01-01,2005-12-31,
20366,"EV","06085","Atlantic Southeast Airlines","EV","06085","ExpressJet Airlines Inc.",10,3,3,"Domestic",2006-01-01,2010-12-31,
20366,"EV","16085","Atlantic Southeast Airlines","EV","16085","ExpressJet Airlines Inc.",10,3,3,"Latin America",2006-01-01,2010-12-31,
20366,"ATA","37780","Atlantic Southeast Airlines","EV","37780","ExpressJet Airlines Inc.",10,1,6,"Domestic",1960-01-01,1993-06-30,
20152,"6A","9148R","Aviacsa Airlines","6A","9148R","Aviacsa Airlines",148,0,0,"International",1998-05-01,,
21008,"CAQ","10005","Challenge Air Luftverkehrs GmbH","CAQ","10005","Challenge Air Luftverkehrs GmbH",429,0,0,"International",2005-09-01,,
20285,"WRD","06902","Ward Air","WRD","06902","Ward Air",10,1,5,"Domestic",2001-11-01,,
20288,"TFQ","06900","Trans International Airlines Inc.","TFQ","06900","Trans International Airlines Inc.",10,1,1,"System",1984-11-01,1988-12-31,
20288,"TFQ","06901","Trans International Airlines Inc.","TFQ","06901 (1)","Trans International Airlines Inc.",10,1,1,"Domestic",1984-11-01,1989-04-30,
20288,"TFQ","16901","Trans International Airlines Inc.","TFQ","16901","Trans International Airlines Inc.",10,1,1,"International",1984-11-01,1989-04-30,
20289,"WST","06901","West Isle Air","WST","06901","West Isle Air",10,1,6,"Domestic",2002-10-01,,
20289,"WST","38178","West Isle Air","WST","38178","West Isle Air",10,1,6,"Domestic",1990-09-01,2002-09-30,
20292,"ZX","9900H","Airbc Ltd.","ZX (1)","9900H","Airbc Ltd.",900,0,0,"International",1990-07-01,2000-12-31,
20293,"ZX","7900L","Air Georgian","ZX","7900L","Air Georgian",900,0,0,"International",2002-10-01,,
20295,"ML","06716","Midway Airlines Inc.","ML (1)","06716","Midway Airlines Inc. (1)",10,2,2,"Domestic",1979-11-01,1991-12-31,
20295,"ML","16716","Midway Airlines Inc.","ML (1)","16716","Midway Airlines Inc. (1)",10,2,2,"Latin America",1990-04-01,1990-04-30,
20296,"ML","9110C","Aero Costa Rica","ML","9110C","Aero Costa Rica",110,0,0,"International",1992-05-01,1997-08-31,
20297,"JI","06693","Midway Airlines Inc.","JI (1)","06693","Midway Airlines Inc.",10,2,2,"Domestic",1994-01-01,2002-12-31,
20297,"JI","06693","Midway Airlines Inc.","JI (1)","06693","Midway Airlines Inc.",10,1,5,"Domestic",2003-01-01,2003-11-30,
20298,"JX","9411A","Jes Air Ltd.","JX (1)","9411A","Jes Air Ltd.",411,0,0,"International",1991-07-01,1993-09-30,
20299,"JX","06850","Sun Jet International Inc.","JX","06850","Southeast Airlines",10,1,4,"Domestic",1993-10-01,1997-10-31,
20299,"JX","06850","Southeast Airlines","JX","06850","Southeast Airlines",10,1,1,"Domestic",2003-01-01,2004-11-30,
20299,"JX","06850","Southeast Airlines","JX","06850","Southeast Airlines",10,1,4,"Domestic",1999-02-01,2002-12-31,
20301,"KR","90063","Kar-Air Oy","KR (1)","90063","Kar-Air Oy",425,0,0,"International",1981-07-01,1989-12-31,
20303,"NLQ","9900Z","Nolinor Aviation","NLQ","9900Z","Nolinor Aviation",900,0,0,"International",2003-01-01,,
20306,"XAL","80019","Challenge Air Transport Inc.","VV (1)","80019","Challenge Air Transport Inc.",10,7,7,"Domestic",1981-06-01,1981-06-30,
20306,"VV","06183","Challenge Air Transport Inc.","VV (1)","06183","Challenge Air Transport Inc.",10,1,1,"System",1981-07-01,1986-06-30,
20306,"VV","06184","Challenge Air Transport Inc.","VV (1)","06184","Challenge Air Transport Inc.",10,1,1,"Domestic",1981-07-01,1984-12-31,
20306,"VV","16182","Challenge Air Transport Inc.","VV (1)","16182","Challenge Air Transport Inc.",10,1,1,"Latin America",1981-12-01,1986-06-30,
20307,"VV","06181","Challenge Air International Inc.","VV (2)","06181","Challenge Air International Inc.",10,1,1,"System",1986-07-01,1987-09-30,
20307,"VV","06182","Challenge Air International Inc.","VV (2)","06182","Challenge Air International Inc.",10,1,1,"Domestic",1986-07-01,1986-07-31,
20307,"VV","16181","Challenge Air International Inc.","VV (2)","16181","Challenge Air International Inc.",10,1,1,"Latin America",1986-07-01,1987-09-30,
20309,"VV","9488C","Aerosvit Ukranian Airlines","VV","9488C","Aerosvit Ukranian Airlines",488,0,0,"International",2003-03-01,,
20313,"W8","9900W","Cargojet Airways Ltd.","W8","9900W","Cargojet Airways Ltd.",900,0,0,"International",2003-03-01,,
20313,"W8","9900W","Cargojet Logistics","W8","9900W","Cargojet Airways Ltd.",900,0,0,"International",2002-11-01,2003-02-28,
20313,"WOQ","9900W","Winnport Logistics","W8","9900W","Cargojet Airways Ltd.",900,0,0,"International",2000-05-01,2002-10-31,
20314,"YX","06706","Midwest Express Airlines","YX (1)","06706","Midwest Airline, Inc.",10,1,1,"Domestic",1984-06-01,1990-12-31,
20315,"BEL","37930","Bellair Inc.","7G (1)","37930","Bellair Inc. (1)",10,1,4,"Domestic",1960-01-01,2001-12-31,
20315,"BEL","06993","Bellair Inc.","7G (1)","06993","Bellair Inc. (1)",10,1,5,"Domestic",2002-01-01,2003-03-31,
20315,"7G","06993","Bellair Inc.","7G (1)","06993","Bellair Inc. (1)",10,1,5,"Domestic",2003-04-01,2004-10-31,
20316,"5B","06093","Bellair Inc.","5B","06093","Bellair Inc.",10,1,1,"Domestic",1983-06-01,2004-10-31,
20318,"OAS","06976","Olson Air Service","4B","06976","Olson Air Service",10,1,5,"Domestic",2002-01-01,2003-03-31,
20318,"OAS","38126","Olson Air Service","4B","38126","Olson Air Service",10,1,5,"Domestic",1987-06-01,2001-12-31,
20318,"4B","06976","Olson Air Service","4B","06976","Olson Air Service",10,1,5,"Domestic",2003-04-01,2005-01-31,
20319,"SKB","06971","Smokey Bay Air Inc.","2E","06971","Smokey Bay Air Inc.",10,1,5,"Domestic",2002-01-01,2003-03-31,
20319,"SKB","38287","Smokey Bay Air Inc.","2E","38287","Smokey Bay Air Inc.",10,1,5,"Domestic",2000-09-01,2001-12-31,
20319,"2E","06971","Smokey Bay Air Inc.","2E","06971","Smokey Bay Air Inc.",10,1,5,"Domestic",2003-04-01,,
20320,"FFS","06987","Frontier Flying Service","2F","06987","Frontier Flying Service",10,1,5,"Domestic",2002-01-01,2003-03-31,
20320,"FFS","30449","Frontier Flying Service","2F","30449","Frontier Flying Service",10,1,5,"Domestic",1983-12-01,2001-12-31,
20320,"FFS","80031","Frontier Flying Service","2F","80031","Frontier Flying Service",10,7,7,"Domestic",1981-06-01,1983-11-30,
20320,"2F","06987","Frontier Flying Service","2F","06987","Frontier Flying Service",10,1,5,"Domestic",2003-04-01,,
20321,"4E","90022","British Airtours Limited","4E (1)","90022","British Airtours Limited",493,0,0,"International",1981-07-01,1988-04-30,
20322,"TAN","38039","Tanana Air Service","4E","38039","Tanana Air Service",10,1,4,"Domestic",1984-07-01,2001-12-31,
20322,"TAN","06969","Tanana Air Service","4E","06969","Tanana Air Service",10,1,5,"Domestic",2002-01-01,2003-03-31,
20322,"4E","06969","Tanana Air Service","4E","06969","Tanana Air Service",10,1,5,"Domestic",2003-04-01,,
20323,"WAL","06967","Warbelow","4W","06967","Warbelow",10,1,5,"Domestic",2002-01-01,2003-03-31,
20323,"4W","06967","Warbelow","4W","06967","Warbelow",10,1,5,"Domestic",2003-04-01,,
20324,"YUT","06964","Yute Air Aka Flight Alaska","4Y","06964","Yute Air Aka Flight Alaska",10,1,5,"Domestic",2002-01-01,2003-03-31,
20324,"4Y","06964","Yute Air Aka Flight Alaska","4Y","06964","Yute Air Aka Flight Alaska",10,1,5,"Domestic",2003-04-01,,
20325,"ASE","06996","Arctic Circle Air Service","5F","06996","Arctic Circle Air Service",10,1,5,"Domestic",2002-01-01,2003-03-31,
20325,"ASE","38045","Arctic Circle Air Service","5F","38045","Arctic Circle Air Service",10,1,5,"Domestic",1985-01-01,2001-12-31,
20325,"5F","06996","Arctic Circle Air Service","5F","06996","Arctic Circle Air Service",10,1,5,"Domestic",2003-04-01,,
20327,"ERA","38009","Era Aviation","7H","38009","Era Aviation",10,1,5,"Domestic",1983-06-01,2001-12-31,
20327,"ERA","06989","Era Aviation","7H","06989","Era Aviation",10,1,5,"Domestic",2002-01-01,2003-03-31,
20327,"7H","06989","Era Aviation","7H","06989","Era Aviation",10,1,5,"Domestic",2003-04-01,,
20328,"INL","06982","Inland Aviation Services","7N","06982","Inland Aviation Services",10,1,5,"Domestic",2002-01-01,2003-03-31,
20328,"INL","38282","Inland Aviation Services","7N","38282","Inland Aviation Services",10,1,5,"Domestic",1999-09-01,2001-12-31,
20328,"7N","06982","Inland Aviation Services","7N","06982","Inland Aviation Services",10,1,5,"Domestic",2003-04-01,,
20329,"7S","06800","Skystar International Inc.","7S (1)","06800","Skystar International Inc.",10,1,1,"System",1985-01-01,1987-01-31,
20329,"7S","06801","Skystar International Inc.","7S (1)","06801","Skystar International Inc.",10,1,1,"Domestic",1985-01-01,1987-01-31,
20329,"7S","16713","Skystar International Inc.","7S (1)","16713","Skystar International Inc.",10,1,1,"Latin America",1985-01-01,1987-01-31,
20330,"RYA","06995","Arctic Transportation","7S","06995","Arctic Transportation",10,1,5,"Domestic",2002-01-01,2003-03-31,
20330,"RYA","38017","Arctic Transportation","7S","38017","Arctic Transportation",10,1,5,"Domestic",1983-06-01,2001-12-31,
20330,"7S","06995","Arctic Transportation","7S","06995","Arctic Transportation",10,1,5,"Domestic",2003-04-01,,
20331,"BER","06992","Bering Air Inc.","8E","06992","Bering Air Inc.",10,1,5,"Domestic",2002-01-01,2003-03-31,
20331,"BER","38053","Bering Air Inc.","8E","38053","Bering Air Inc.",10,1,5,"Domestic",1985-06-01,2001-12-31,
20331,"8E","06992","Bering Air Inc.","8E","06992","Bering Air Inc.",10,1,5,"Domestic",2003-04-01,,
20333,"8V","06965","Wright Air Service","8V","06965","Wright Air Service",10,1,5,"Domestic",2003-04-01,,
20333,"WAS","06965","Wright Air Service","8V","06965","Wright Air Service",10,1,5,"Domestic",2002-01-01,2003-03-31,
20333,"WAS","38099","Wright Air Service","8V","38099","Wright Air Service",10,1,5,"Domestic",1986-03-01,2001-12-31,
20336,"HAG","06984","Hageland Aviation Service","H6","06984","Hageland Aviation Service",10,1,5,"Domestic",2002-01-01,2003-03-31,
20336,"HAG","38115","Hageland Aviation Service","H6","38115","Hageland Aviation Service",10,1,5,"Domestic",1986-09-01,2001-12-31,
20336,"H6","06984","Hageland Aviation Service","H6","06984","Hageland Aviation Service",10,1,5,"Domestic",2003-04-01,,
20337,"J5","06997","Alaska Seaplane Service","J5","06997","Alaska Seaplane Service",10,1,5,"Domestic",2003-04-01,,
20337,"AKS","06997","Alaska Seaplane Service","J5","06997","Alaska Seaplane Service",10,1,5,"Domestic",2002-01-01,2003-03-31,
20337,"AKS","38269","Alaska Seaplane Service","J5","38269","Alaska Seaplane Service",10,1,5,"Domestic",1997-09-01,2001-12-31,
20338,"LFS","06978","Larrys Flying Service","J6","06978","Larrys Flying Service",10,1,5,"Domestic",2002-01-01,2003-03-31,
20338,"LFS","38109","Larrys Flying Service","J6","38109","Larrys Flying Service",10,1,5,"Domestic",1986-03-01,2001-12-31,
20338,"J6","06978","Larrys Flying Service","J6","06978","Larrys Flying Service",10,1,5,"Domestic",2003-04-01,,
20341,"YTU","06019","Alaska Central Express","KO","06019","Alaska Central Express",10,1,5,"Domestic",2002-01-01,2003-03-31,
20341,"YTU","38154","Alaska Central Express","KO","38154","Alaska Central Express",10,1,5,"Domestic",1988-09-01,2001-12-31,
20341,"KO","06019","Alaska Central Express","KO","06019","Alaska Central Express",10,1,5,"Domestic",2003-04-01,,
20342,"WRB","06999","40-Mile Air","Q5","06999","40-Mile Air",10,1,5,"Domestic",2002-01-01,2003-03-31,
20342,"WRB","30912","40-Mile Air","Q5","30912","40-Mile Air",10,1,5,"Domestic",1960-01-01,2001-12-31,
20342,"Q5","06999","40-Mile Air","Q5","06999","40-Mile Air",10,1,5,"Domestic",2003-04-01,,
20343,"RD","09739","Airlift International Inc.","RD (1)","09739","Airlift International Inc.",10,1,1,"System",1984-07-01,1985-12-31,
20343,"RD","09740","Airlift International Inc.","RD (1)","09740","Airlift International Inc.",10,1,1,"Domestic",1960-01-01,1985-12-31,
20343,"RD","19741","Airlift International Inc.","RD (1)","19741","Airlift International Inc.",10,1,1,"International",1984-07-01,1985-12-31,
20427,"HNA","06918","Piedmont Airlines","17","06918","Piedmont Airlines",10,1,6,"Domestic",2002-10-01,2005-03-31,
20427,"HNA","30491","Piedmont Airlines","17","30491","Piedmont Airlines",10,1,6,"Domestic",1960-01-01,2002-09-30,
20427,"17","06918","Piedmont Airlines","17","06918","Piedmont Airlines",10,1,6,"Domestic",2005-04-01,,
20274,"NWS","06923","Northwest Seaplanes","NWS","06923","Northwest Seaplanes",10,1,6,"Domestic",2002-10-01,2005-10-31,
20274,"NWS","38241","Northwest Seaplanes","NWS","38241","Northwest Seaplanes",10,1,6,"Domestic",1993-12-01,2002-09-30,
20417,"OH","06186","Comair Inc.","OH","06186","Comair Inc.",10,2,2,"Domestic",2000-05-01,2004-12-31,
20417,"OH","06186","Comair Inc.","OH","06186","Comair Inc.",10,3,3,"Domestic",2005-01-01,2010-12-31,
20417,"OH","06186","Comair Inc.","OH","06186","Comair Inc.",10,2,2,"Domestic",2011-01-01,,
20417,"OH","11026","Comair Inc.","OH","11026","Comair Inc.",10,2,2,"Latin America",2011-07-01,,
20417,"CMI","37671","Comair Inc.","OH","37671","Comair Inc.",10,1,6,"Domestic",1960-01-01,2000-04-30,
20346,"IAT","30498","Iliamna Air Service","V8","30498","Iliamna Air Taxi",10,1,5,"Domestic",1960-01-01,2001-12-31,
20326,"CSY","06990","Cape Smythe Air Service","6C","06990","Cape Smythe Air Service",10,1,5,"Domestic",2002-01-01,2003-03-31,
20326,"CSY","37796","Cape Smythe Air Service","6C","37796","Cape Smythe Air Service",10,1,5,"Domestic",1960-01-01,2001-12-31,
20326,"6C","06990","Cape Smythe Air Service","6C","06990","Cape Smythe Air Service",10,1,5,"Domestic",2003-04-01,2005-07-31,
20346,"V8","06983","Iliamna Air Taxi","V8","06983","Iliamna Air Taxi",10,1,5,"Domestic",2003-04-01,,
20346,"IAT","06983","Iliamna Air Taxi","V8","06983","Iliamna Air Taxi",10,1,5,"Domestic",2002-01-01,2003-03-31,
