"YEAR","MONTH","AIRLINE_ID","UNIQUE_CARRIER","UNIQUE_CARRIER_NAME","CARRIER","CARRIER_NAME","CARRIER_GROUP","CARRIER_GROUP_NEW","EMPFULL","EMPPART","EMPTOTAL","EMPFTE",
2008,8,20374,"XE","ExpressJet Airlines Inc.","XE","ExpressJet Airlines Inc.",3,3,6557,589,7146,6852,
2008,8,20170,"XJ","Mesaba Airlines","XJ","Mesaba Airlines",2,2,2751,1031,3782,3267,
2008,8,20207,"XP","Casino Express","XP","Casino Express",1,1,93,33,126,110,
2008,8,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.",3,3,3003,59,3062,3033,
2008,8,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Airline, Inc.",2,2,1641,364,2005,1823,
2008,8,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp",2,2,2628,620,3248,2938,
2008,9,21161,"09Q","Swift Air, LLC","09Q","Swift Air, LLC",1,1,128,0,128,128,
2008,9,20397,"16","PSA Airlines Inc.","16","PSA Airlines Inc.",2,2,988,5,993,991,
2008,9,20408,"3Z","Tatonduk Flying Service","3Z","Tatonduk Flying Service",1,1,263,40,303,283,
2008,9,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,5956,132,6088,6022,
2008,9,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",3,3,1172,31,1203,1188,
2008,9,19874,"8C","Air Transport International","8C","Air Transport International",2,2,381,20,401,391,
2008,9,20363,"9E","Pinnacle Airlines Inc.","9E","Pinnacle Airlines Inc.",2,2,2996,1168,4164,3580,
2008,9,20254,"9L","Colgan Air","9L","Colgan Air",1,1,1278,109,1387,1333,
2008,9,20190,"9S","Southern Air Inc.","9S","Southern Air Inc.",2,2,547,0,547,547,
2008,9,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,65522,10179,75701,70612,
2008,9,20453,"ABX","ABX Air, Inc.","ABX","ABX Air, Inc.",3,3,4214,4278,8492,6353,
2008,9,20354,"AJQ","Aerodynamics Inc.","AJQ","Aerodynamics Inc.",1,1,213,35,248,231,
2008,9,20201,"AMQ","Ameristar Air Cargo","AMQ","Ameristar Air Cargo",1,4,35,0,35,35,
2008,9,19678,"KH","Aloha Air Cargo","AQ","Aloha Air Cargo",1,1,284,98,382,333,
2008,9,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,9197,1227,10424,9811,
2008,9,20409,"B6","JetBlue Airways","B6","JetBlue Airways",3,3,8834,2928,11762,10298,
2008,9,20406,"BNQ","NetJets Large Aircraft Company L.L.C.","BNQ","NetJets Large Aircraft Company L.L.C.",1,4,4,0,4,4,
2008,9,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.",3,3,31571,6515,38086,34829,
2008,9,21167,"CP","Compass Airlines","CP","Compass Airlines",1,1,721,0,721,721,
2008,9,20017,"CS","Continental Micronesia","CS","Continental Micronesia",2,2,872,380,1252,1062,
2008,9,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,43536,5466,49002,46269,
2008,9,20357,"ER","Astar USA, LLC","ER","Astar Air Cargo Inc.",2,2,930,0,930,930,
2008,9,20366,"EV","Atlantic Southeast Airlines","EV","Atlantic Southeast Airlines",3,3,4320,225,4545,4433,
2008,9,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.",2,2,464,24,488,476,
2008,9,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",3,3,3953,1052,5005,4479,
2008,9,20203,"FCQ","Falcon Air Express","FCQ","Falcon Air Express",1,4,54,3,57,56,
2008,9,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation",3,3,7037,669,7706,7372,
2008,9,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,94320,49190,143510,118915,
2008,9,20368,"G4","Allegiant Air","G4","Allegiant Air",2,2,1086,392,1478,1282,
2008,9,20500,"G7","GoJet Airlines, LLC d/b/a United Express","G7","GoJet Airlines, LLC d/b/a United Express",2,2,405,0,405,405,
2008,9,20166,"GFQ","Gulf And Caribbean Cargo","GFQ","Gulf And Caribbean Cargo",1,1,65,2,67,66,
2008,9,20402,"GL","Miami Air International","GL","Miami Air International",2,2,385,10,395,390,
2008,9,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",2,2,2816,876,3692,3254,
2008,9,20194,"JW","Arrow Air Inc.","JW","Arrow Air Inc.",2,2,473,0,473,473,
2008,9,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC",2,2,989,33,1022,1006,
2008,9,20372,"KLQ","Kalitta Charters II","KLQ","Kalitta Charters II",1,4,49,1,50,50,
2008,9,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",1,1,158,3,161,160,
2008,9,21217,"L3","Lynx Aviation d/b/a Frontier Airlines","L4","Lynx Aviation d/b/a Frontier Airlines",1,1,340,35,375,358,
2008,9,20151,"M6","Amerijet International","M6","Amerijet International",2,2,536,14,550,543,
2008,9,20398,"MQ","American Eagle Airlines Inc.","MQ","American Eagle Airlines Inc.",3,3,8723,1458,10181,9452,
2008,9,20405,"MRQ","National Air Cargo Group, Inc.d/b/a Murray Air","MRQ","National Air Cargo Group, Inc.d/b/a Murray Air",1,4,91,10,101,96,
2008,9,20415,"NA","North American Airlines","NA","North American Airlines",2,2,777,65,842,810,
2008,9,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,227,11,238,233,
2008,9,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",2,2,2192,286,2478,2335,
2008,9,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.",3,3,26496,2688,29184,27840,
2008,9,20417,"OH","Comair Inc.","OH","Comair Inc.",3,3,5278,878,6156,5717,
2008,9,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.",3,3,8237,1678,9915,9076,
2008,9,20414,"OW","Executive Airlines","OW","Executive Airlines",2,2,1442,502,1944,1693,
2008,9,20305,"PCQ","Pace Airlines","PCQ","Pace Airlines",1,1,417,60,477,447,
2008,9,20177,"PFQ","Asia Pacific","PFQ","Asia Pacific",1,4,38,5,43,41,
2008,9,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",2,2,415,3,418,417,
2008,9,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.",2,2,74,1,75,75,
2008,9,20400,"PT","Capital Cargo International","PT","Capital Cargo International",1,1,218,4,222,220,
2008,9,19687,"QX","Horizon Air","QX","Horizon Air",2,2,3239,613,3852,3546,
2008,9,20344,"RD","Ryan International Airlines","RD","Ryan International Airlines",1,1,588,5,593,591,
2008,9,20452,"YX","Republic Airlines","RW","Republic Airlines",1,1,1288,30,1318,1303,
2008,9,20448,"S5","Shuttle America Corp.","S5","Shuttle America Corp.",1,1,1061,48,1109,1085,
2008,9,19998,"SI","Sierra Pacific Airlines","SI","Sierra Pacific Airlines",1,4,14,21,35,25,
2008,9,20421,"SLQ","Sky King Inc.","SLQ","Sky King Inc.",1,1,130,0,130,130,
2008,9,20422,"SY","Sun Country Airlines d/b/a Mn Airlines","SY","Sun Country Airlines d/b/a Mn Airlines",2,2,583,215,798,691,
2008,9,20423,"U5","USA 3000 Airlines","U5","USA 3000 Airlines",2,2,473,83,556,515,
2008,9,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",2,2,329,4,333,331,
2008,9,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,44911,5650,50561,47736,
2008,9,20355,"US","US Airways Inc.","US","US Airways Inc.",3,3,28862,4917,33779,31321,
2008,9,20382,"VCQ","Victory Air Transport Inc.","VCQ","Victory Air Transport Inc.",1,4,0,0,0,0,
2008,9,21171,"VX","Virgin America","VX","Virgin America",1,1,1133,86,1219,1176,
2008,9,20308,"WE","Centurion Cargo Inc.","WE","Challenge Air Cargo Inc.",1,1,637,0,637,637,
2008,9,20195,"WI","Tradewinds Airlines","WI","Tradewinds Airlines",1,1,76,1,77,77,
2008,9,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.",3,3,35194,701,35895,35545,
2008,9,20095,"WO","World Airways Inc.","WO","World Airways Inc.",2,2,1267,137,1404,1336,
2008,9,20377,"X9","Omni Air Express","X9","Omni Air Express",2,2,1076,5,1081,1079,
2008,9,20374,"XE","ExpressJet Airlines Inc.","XE","ExpressJet Airlines Inc.",3,3,6158,472,6630,6394,
2008,9,20170,"XJ","Mesaba Airlines","XJ","Mesaba Airlines",2,2,2901,1103,4004,3453,
2008,9,20207,"XP","Casino Express","XP","Casino Express",1,1,91,16,107,99,
2008,9,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.",3,3,2912,59,2971,2942,
2008,9,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Airline, Inc.",2,2,1314,293,1607,1461,
2008,9,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp",2,2,2621,624,3245,2933,
2008,10,21161,"09Q","Swift Air, LLC","09Q","Swift Air, LLC",1,1,124,0,124,124,
2008,10,20397,"16","PSA Airlines Inc.","16","PSA Airlines Inc.",2,2,981,5,986,984,
2008,10,20408,"3Z","Tatonduk Flying Service","3Z","Tatonduk Flying Service",1,1,260,38,298,279,
2008,10,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,5956,128,6084,6020,
2008,10,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",3,3,1177,31,1208,1193,
2008,10,19874,"8C","Air Transport International","8C","Air Transport International",2,2,385,17,402,394,
2008,10,20363,"9E","Pinnacle Airlines Inc.","9E","Pinnacle Airlines Inc.",2,2,3016,1156,4172,3594,
2008,10,20254,"9L","Colgan Air","9L","Colgan Air",1,1,1243,104,1347,1295,
2008,10,20190,"9S","Southern Air Inc.","9S","Southern Air Inc.",2,2,536,0,536,536,
2008,10,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,65326,10132,75458,70392,
2008,10,20453,"ABX","ABX Air, Inc.","ABX","ABX Air, Inc.",3,3,4093,3890,7983,6038,
2008,10,20354,"AJQ","Aerodynamics Inc.","AJQ","Aerodynamics Inc.",1,1,210,33,243,227,
2008,10,20201,"AMQ","Ameristar Air Cargo","AMQ","Ameristar Air Cargo",1,4,35,0,35,35,
2008,10,19678,"KH","Aloha Air Cargo","AQ","Aloha Air Cargo",1,1,288,89,377,333,
2008,10,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,9213,1274,10487,9850,
2008,10,20409,"B6","JetBlue Airways","B6","JetBlue Airways",3,3,8886,2947,11833,10360,
2008,10,20406,"BNQ","NetJets Large Aircraft Company L.L.C.","BNQ","NetJets Large Aircraft Company L.L.C.",1,4,4,0,4,4,
2008,10,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.",3,3,31341,6499,37840,34591,
2008,10,21167,"CP","Compass Airlines","CP","Compass Airlines",1,1,754,0,754,754,
2008,10,20017,"CS","Continental Micronesia","CS","Continental Micronesia",2,2,868,384,1252,1060,
2008,10,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,42942,5460,48402,45672,
2008,10,20357,"ER","Astar USA, LLC","ER","Astar Air Cargo Inc.",2,2,923,0,923,923,
2008,10,20366,"EV","Atlantic Southeast Airlines","EV","Atlantic Southeast Airlines",3,3,4305,214,4519,4412,
2008,10,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.",2,2,462,24,486,474,
2008,10,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",3,3,3945,1030,4975,4460,
2008,10,20203,"FCQ","Falcon Air Express","FCQ","Falcon Air Express",1,4,54,3,57,56,
2008,10,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation",3,3,7008,667,7675,7342,
2008,10,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,94891,49472,144363,119627,
2008,10,20368,"G4","Allegiant Air","G4","Allegiant Air",2,2,1113,387,1500,1307,
2008,10,20500,"G7","GoJet Airlines, LLC d/b/a United Express","G7","GoJet Airlines, LLC d/b/a United Express",2,2,407,0,407,407,
2008,10,20166,"GFQ","Gulf And Caribbean Cargo","GFQ","Gulf And Caribbean Cargo",1,1,65,2,67,66,
2008,10,20402,"GL","Miami Air International","GL","Miami Air International",2,2,406,9,415,411,
2008,10,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",2,2,2911,883,3794,3353,
2008,10,20194,"JW","Arrow Air Inc.","JW","Arrow Air Inc.",2,2,505,0,505,505,
2008,10,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC",2,2,996,33,1029,1013,
2008,10,20372,"KLQ","Kalitta Charters II","KLQ","Kalitta Charters II",1,4,47,1,48,48,
2008,10,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",1,1,156,3,159,158,
2008,10,21217,"L3","Lynx Aviation d/b/a Frontier Airlines","L4","Lynx Aviation d/b/a Frontier Airlines",1,1,335,34,369,352,
2008,10,20151,"M6","Amerijet International","M6","Amerijet International",2,2,537,14,551,544,
2008,10,20398,"MQ","American Eagle Airlines Inc.","MQ","American Eagle Airlines Inc.",3,3,8685,1478,10163,9424,
2008,10,20405,"MRQ","National Air Cargo Group, Inc.d/b/a Murray Air","MRQ","National Air Cargo Group, Inc.d/b/a Murray Air",1,4,89,10,99,94,
2008,10,20415,"NA","North American Airlines","NA","North American Airlines",2,2,763,64,827,795,
2008,10,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,224,10,234,229,
2008,10,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",2,2,2184,264,2448,2316,
2008,10,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.",3,3,26363,2626,28989,27676,
2008,10,20417,"OH","Comair Inc.","OH","Comair Inc.",3,3,5075,900,5975,5525,
2008,10,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.",3,3,8110,1682,9792,8951,
2008,10,20414,"OW","Executive Airlines","OW","Executive Airlines",2,2,1374,486,1860,1617,
2008,10,20305,"PCQ","Pace Airlines","PCQ","Pace Airlines",1,1,426,62,488,457,
2008,10,20177,"PFQ","Asia Pacific","PFQ","Asia Pacific",1,4,38,5,43,41,
2008,10,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",2,2,411,3,414,413,
2008,10,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.",2,2,62,1,63,63,
2008,10,20400,"PT","Capital Cargo International","PT","Capital Cargo International",1,1,212,5,217,215,
2008,10,19687,"QX","Horizon Air","QX","Horizon Air",2,2,3219,606,3825,3522,
2008,10,20344,"RD","Ryan International Airlines","RD","Ryan International Airlines",1,1,581,5,586,584,
2008,10,20452,"YX","Republic Airlines","RW","Republic Airlines",1,1,1278,28,1306,1292,
2008,10,20448,"S5","Shuttle America Corp.","S5","Shuttle America Corp.",1,1,1059,47,1106,1083,
2008,10,19998,"SI","Sierra Pacific Airlines","SI","Sierra Pacific Airlines",1,4,14,16,30,22,
2008,10,20421,"SLQ","Sky King Inc.","SLQ","Sky King Inc.",1,1,130,0,130,130,
2008,10,20422,"SY","Sun Country Airlines d/b/a Mn Airlines","SY","Sun Country Airlines d/b/a Mn Airlines",2,2,535,236,771,653,
2008,10,20423,"U5","USA 3000 Airlines","U5","USA 3000 Airlines",2,2,465,80,545,505,
2008,10,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",2,2,321,5,326,324,
2008,10,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,44363,5670,50033,47198,
2008,10,20355,"US","US Airways Inc.","US","US Airways Inc.",3,3,28804,4851,33655,31230,
2008,10,20382,"VCQ","Victory Air Transport Inc.","VCQ","Victory Air Transport Inc.",1,4,0,0,0,0,
2008,10,21171,"VX","Virgin America","VX","Virgin America",1,1,1174,91,1265,1220,
2008,10,20308,"WE","Centurion Cargo Inc.","WE","Challenge Air Cargo Inc.",1,1,646,0,646,646,
2008,10,20195,"WI","Tradewinds Airlines","WI","Tradewinds Airlines",1,1,72,1,73,73,
2008,10,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.",3,3,35321,687,36008,35665,
2008,10,20095,"WO","World Airways Inc.","WO","World Airways Inc.",2,2,1305,137,1442,1374,
2008,10,20377,"X9","Omni Air Express","X9","Omni Air Express",2,2,1073,3,1076,1075,
2008,10,20374,"XE","ExpressJet Airlines Inc.","XE","ExpressJet Airlines Inc.",3,3,5375,325,5700,5538,
2008,10,20170,"XJ","Mesaba Airlines","XJ","Mesaba Airlines",2,2,2962,1140,4102,3532,
2008,10,20207,"XP","Casino Express","XP","Casino Express",1,1,86,17,103,95,
2008,10,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.",3,3,2894,59,2953,2924,
2008,10,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Airline, Inc.",2,2,1197,263,1460,1329,
2008,10,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp",2,2,2490,595,3085,2788,
2008,11,21161,"09Q","Swift Air, LLC","09Q","Swift Air, LLC",1,1,124,0,124,124,
2008,11,20397,"16","PSA Airlines Inc.","16","PSA Airlines Inc.",2,2,992,5,997,995,
2008,11,20408,"3Z","Tatonduk Flying Service","3Z","Tatonduk Flying Service",1,1,251,41,292,272,
2008,11,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,5990,138,6128,6059,
2008,11,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",3,3,1199,31,1230,1215,
2008,11,19874,"8C","Air Transport International","8C","Air Transport International",2,2,384,19,403,394,
2008,11,20363,"9E","Pinnacle Airlines Inc.","9E","Pinnacle Airlines Inc.",2,2,3023,1168,4191,3607,
2008,11,20254,"9L","Colgan Air","9L","Colgan Air",1,1,1248,103,1351,1300,
2008,11,20190,"9S","Southern Air Inc.","9S","Southern Air Inc.",2,2,543,0,543,543,
2008,11,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,65143,9990,75133,70138,
2008,11,20453,"ABX","ABX Air, Inc.","ABX","ABX Air, Inc.",3,3,3719,2788,6507,5113,
2008,11,20354,"AJQ","Aerodynamics Inc.","AJQ","Aerodynamics Inc.",1,1,211,34,245,228,
2008,11,20201,"AMQ","Ameristar Air Cargo","AMQ","Ameristar Air Cargo",1,4,35,0,35,35,
2008,11,19678,"KH","Aloha Air Cargo","AQ","Aloha Air Cargo",1,1,285,87,372,329,
2008,11,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,8986,1283,10269,9628,
2008,11,20409,"B6","JetBlue Airways","B6","JetBlue Airways",3,3,8901,2991,11892,10397,
2008,11,20406,"BNQ","NetJets Large Aircraft Company L.L.C.","BNQ","NetJets Large Aircraft Company L.L.C.",1,4,4,0,4,4,
2008,11,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.",3,3,31280,6465,37745,34513,
2008,11,21167,"CP","Compass Airlines","CP","Compass Airlines",1,1,767,0,767,767,
2008,11,20017,"CS","Continental Micronesia","CS","Continental Micronesia",2,2,871,377,1248,1060,
2008,11,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,42389,5558,47947,45168,
2008,11,20357,"ER","Astar USA, LLC","ER","Astar Air Cargo Inc.",2,2,907,0,907,907,
2008,11,20366,"EV","Atlantic Southeast Airlines","EV","Atlantic Southeast Airlines",3,3,4261,37,4298,4280,
2008,11,20057,"EZ","Evergreen International Inc.","EZ","Evergreen International Inc.",2,2,459,26,485,472,
2008,11,20436,"F9","Frontier Airlines Inc.","F9","Frontier Airlines Inc.",3,3,3914,1056,4970,4442,
2008,11,20203,"FCQ","Falcon Air Express","FCQ","Falcon Air Express",1,4,54,3,57,56,
2008,11,20437,"FL","AirTran Airways Corporation","FL","AirTran Airways Corporation",3,3,6992,677,7669,7331,
2008,11,20107,"FX","Federal Express Corporation","FX","Federal Express Corporation",3,3,95163,49568,144731,119947,
2008,11,20368,"G4","Allegiant Air","G4","Allegiant Air",2,2,1122,427,1549,1336,
2008,11,20500,"G7","GoJet Airlines, LLC d/b/a United Express","G7","GoJet Airlines, LLC d/b/a United Express",2,2,390,0,390,390,
2008,11,20166,"GFQ","Gulf And Caribbean Cargo","GFQ","Gulf And Caribbean Cargo",1,1,62,3,65,64,
2008,11,20402,"GL","Miami Air International","GL","Miami Air International",2,2,402,9,411,407,
2008,11,19690,"HA","Hawaiian Airlines Inc.","HA","Hawaiian Airlines Inc.",2,2,2818,866,3684,3251,
2008,11,20194,"JW","Arrow Air Inc.","JW","Arrow Air Inc.",2,2,532,0,532,532,
2008,11,20370,"KAQ","Kalitta Air LLC","KAQ","Kalitta Air LLC",2,2,994,32,1026,1010,
2008,11,20372,"KLQ","Kalitta Charters II","KLQ","Kalitta Charters II",1,4,48,1,49,49,
2008,11,20169,"L2","Lynden Air Cargo Airlines","L2","Lynden Air Cargo Airlines",1,1,157,3,160,159,
2008,11,21217,"L3","Lynx Aviation d/b/a Frontier Airlines","L4","Lynx Aviation d/b/a Frontier Airlines",1,1,341,35,376,359,
2008,11,20151,"M6","Amerijet International","M6","Amerijet International",2,2,542,17,559,551,
2008,11,20398,"MQ","American Eagle Airlines Inc.","MQ","American Eagle Airlines Inc.",3,3,8534,1509,10043,9289,
2008,11,20405,"MRQ","National Air Cargo Group, Inc.d/b/a Murray Air","MRQ","National Air Cargo Group, Inc.d/b/a Murray Air",1,4,89,10,99,94,
2008,11,20415,"NA","North American Airlines","NA","North American Airlines",2,2,760,66,826,793,
2008,11,20108,"NC","Northern Air Cargo Inc.","NC","Northern Air Cargo Inc.",1,1,223,12,235,229,
2008,11,20416,"NK","Spirit Air Lines","NK","Spirit Air Lines",2,2,2127,277,2404,2266,
2008,11,19386,"NW","Northwest Airlines Inc.","NW","Northwest Airlines Inc.",3,3,26511,2633,29144,27828,
2008,11,20417,"OH","Comair Inc.","OH","Comair Inc.",3,3,4786,934,5720,5253,
2008,11,20304,"OO","SkyWest Airlines Inc.","OO","SkyWest Airlines Inc.",3,3,8085,1763,9848,8967,
2008,11,20414,"OW","Executive Airlines","OW","Executive Airlines",2,2,1377,489,1866,1622,
2008,11,20305,"PCQ","Pace Airlines","PCQ","Pace Airlines",1,1,433,57,490,462,
2008,11,20177,"PFQ","Asia Pacific","PFQ","Asia Pacific",1,4,39,5,44,42,
2008,11,20100,"PO","Polar Air Cargo Airways","PO","Polar Air Cargo Airways",2,2,373,3,376,375,
2008,11,20149,"PRQ","Florida West Airlines Inc.","PRQ","Florida West Airlines Inc.",2,2,62,1,63,63,
2008,11,20400,"PT","Capital Cargo International","PT","Capital Cargo International",1,1,213,5,218,216,
2008,11,19687,"QX","Horizon Air","QX","Horizon Air",2,2,3149,614,3763,3456,
2008,11,20344,"RD","Ryan International Airlines","RD","Ryan International Airlines",1,1,575,5,580,578,
2008,11,20452,"YX","Republic Airlines","RW","Republic Airlines",1,1,1407,31,1438,1423,
2008,11,20448,"S5","Shuttle America Corp.","S5","Shuttle America Corp.",1,1,1173,45,1218,1196,
2008,11,20421,"SLQ","Sky King Inc.","SLQ","Sky King Inc.",1,1,130,0,130,130,
2008,11,20422,"SY","Sun Country Airlines d/b/a Mn Airlines","SY","Sun Country Airlines d/b/a Mn Airlines",2,2,532,228,760,646,
2008,11,20423,"U5","USA 3000 Airlines","U5","USA 3000 Airlines",2,2,473,83,556,515,
2008,11,20447,"U7","USA Jet Airlines Inc.","U7","USA Jet Airlines Inc.",2,2,308,5,313,311,
2008,11,19977,"UA","United Air Lines Inc.","UA","United Air Lines Inc.",3,3,44000,5584,49584,46792,
2008,11,20355,"US","US Airways Inc.","US","US Airways Inc.",3,3,28729,4865,33594,31162,
2008,11,20382,"VCQ","Victory Air Transport Inc.","VCQ","Victory Air Transport Inc.",1,4,0,0,0,0,
2008,11,21171,"VX","Virgin America","VX","Virgin America",1,1,1213,96,1309,1261,
2008,11,20308,"WE","Centurion Cargo Inc.","WE","Challenge Air Cargo Inc.",1,1,662,0,662,662,
2008,11,20195,"WI","Tradewinds Airlines","WI","Tradewinds Airlines",1,1,70,0,70,70,
2008,11,19393,"WN","Southwest Airlines Co.","WN","Southwest Airlines Co.",3,3,35313,710,36023,35668,
2008,11,20095,"WO","World Airways Inc.","WO","World Airways Inc.",2,2,1437,56,1493,1465,
2008,11,20377,"X9","Omni Air Express","X9","Omni Air Express",2,2,1070,5,1075,1073,
2008,11,20374,"XE","ExpressJet Airlines Inc.","XE","ExpressJet Airlines Inc.",3,3,5201,291,5492,5347,
2008,11,20170,"XJ","Mesaba Airlines","XJ","Mesaba Airlines",2,2,3021,1118,4139,3580,
2008,11,20207,"XP","Casino Express","XP","Casino Express",1,1,79,22,101,90,
2008,11,20378,"YV","Mesa Airlines Inc.","YV","Mesa Airlines Inc.",3,3,2907,58,2965,2936,
2008,11,20314,"YX (1)","Midwest Airline, Inc.","YX","Midwest Airline, Inc.",2,2,1107,255,1362,1235,
2008,11,20046,"ZW","Air Wisconsin Airlines Corp","ZW","Air Wisconsin Airlines Corp",2,2,2420,563,2983,2702,
2008,12,21161,"09Q","Swift Air, LLC","09Q","Swift Air, LLC",1,1,121,0,121,121,
2008,12,20397,"16","PSA Airlines Inc.","16","PSA Airlines Inc.",2,2,985,5,990,988,
2008,12,20408,"3Z","Tatonduk Flying Service","3Z","Tatonduk Flying Service",1,1,250,41,291,271,
2008,12,19917,"5X","United Parcel Service","5X","United Parcel Service",3,3,5980,135,6115,6048,
2008,12,20007,"5Y","Atlas Air Inc.","5Y","Atlas Air Inc.",3,3,1219,30,1249,1234,
2008,12,19874,"8C","Air Transport International","8C","Air Transport International",2,2,391,18,409,400,
2008,12,20363,"9E","Pinnacle Airlines Inc.","9E","Pinnacle Airlines Inc.",2,2,3040,1164,4204,3622,
2008,12,20254,"9L","Colgan Air","9L","Colgan Air",1,1,1229,95,1324,1277,
2008,12,20190,"9S","Southern Air Inc.","9S","Southern Air Inc.",2,2,544,0,544,544,
2008,12,19805,"AA","American Airlines Inc.","AA","American Airlines Inc.",3,3,65134,9940,75074,70104,
2008,12,20453,"ABX","ABX Air, Inc.","ABX","ABX Air, Inc.",3,3,3215,1768,4983,4099,
2008,12,20354,"AJQ","Aerodynamics Inc.","AJQ","Aerodynamics Inc.",1,1,213,31,244,229,
2008,12,20201,"AMQ","Ameristar Air Cargo","AMQ","Ameristar Air Cargo",1,4,33,0,33,33,
2008,12,19678,"KH","Aloha Air Cargo","AQ","Aloha Air Cargo",1,1,284,109,393,339,
2008,12,19930,"AS","Alaska Airlines Inc.","AS","Alaska Airlines Inc.",3,3,8937,1258,10195,9566,
2008,12,20409,"B6","JetBlue Airways","B6","JetBlue Airways",3,3,8902,2950,11852,10377,
2008,12,20406,"BNQ","NetJets Large Aircraft Company L.L.C.","BNQ","NetJets Large Aircraft Company L.L.C.",1,4,4,0,4,4,
2008,12,19704,"CO","Continental Air Lines Inc.","CO","Continental Air Lines Inc.",3,3,31293,6427,37720,34507,
2008,12,21167,"CP","Compass Airlines","CP","Compass Airlines",1,1,761,0,761,761,
2008,12,20017,"CS","Continental Micronesia","CS","Continental Micronesia",2,2,872,378,1250,1061,
2008,12,19790,"DL","Delta Air Lines Inc.","DL","Delta Air Lines Inc.",3,3,42607,5641,48248,45428,
2008,12,20357,"ER","Astar USA, LLC","ER","Astar Air Cargo Inc.",2,2,895,0,895,895,
